id,dbr,isit,find,category,record
xtagRelicName012,xpack\item\relics\02_act4_ironwillofajax.dbr,True,@level05$: @act04$,relics,b'records\\xpack\\item\\relics\\02_act4_ironwillofajax.dbr'
xtagRelicName008,xpack\item\relics\02_act4_persephonestears.dbr,True,@level05$: @act04$,relics,b'records\\xpack\\item\\relics\\02_act4_persephonestears.dbr'
xtagRelicName013,xpack\item\relics\02_act4_rageofares.dbr,True,@level05$: @act04$,relics,b'records\\xpack\\item\\relics\\02_act4_rageofares.dbr'
xtagRelicName014,xpack\item\relics\02_act4_shadeofhektor.dbr,True,@level05$: @act04$,relics,b'records\\xpack\\item\\relics\\02_act4_shadeofhektor.dbr'
tagRelicName033,item\relics\03_act1_archimedesmirror.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_archimedesmirror.dbr'
tagRelicName025,item\relics\03_act1_artemisbowstring.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_artemisbowstring.dbr'
tagRelicName030,item\relics\03_act1_dionysuswineskin.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_dionysuswineskin.dbr'
tagRelicName029,item\relics\03_act1_goldenfleece.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_goldenfleece.dbr'
tagRelicName028,item\relics\03_act1_hecatescrescent.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_hecatescrescent.dbr'
tagRelicName032,item\relics\03_act1_heraclesmight.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_heraclesmight.dbr'
tagRelicName031,item\relics\03_act1_hermessandal.dbr,False,@level06$: @act01$ (Fanpatch only!),relics,b'records\\item\\relics\\03_act1_hermessandal.dbr'
tagRelicName027,item\relics\03_act1_prometheusflame.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_prometheusflame.dbr'
tagRelicName024,item\relics\03_act1_valorofachilles.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_valorofachilles.dbr'
tagRelicName023,item\relics\03_act1_zeusthunderbolt.dbr,False,@level06$: @act01$,relics,b'records\\item\\relics\\03_act1_zeusthunderbolt.dbr'
tagRelicName049,item\relics\03_act2_amunrasglory.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_amunrasglory.dbr'
tagRelicName048,item\relics\03_act2_ankhofisis.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_ankhofisis.dbr'
tagRelicName047,item\relics\03_act2_anubiswrath.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_anubiswrath.dbr'
tagRelicName050,item\relics\03_act2_djedofosiris.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_djedofosiris.dbr'
tagRelicName046,item\relics\03_act2_setsbetrayal.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_setsbetrayal.dbr'
tagRelicName051,item\relics\03_act2_udjatofhorus.dbr,False,@level06$: @act02$,relics,b'records\\item\\relics\\03_act2_udjatofhorus.dbr'
tagRelicName073,item\relics\03_act3_codeofhammurabi.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_codeofhammurabi.dbr'
tagRelicName074,item\relics\03_act3_dragonkingsdomain.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_dragonkingsdomain.dbr'
tagRelicName069,item\relics\03_act3_guanyusgrace.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_guanyusgrace.dbr'
tagRelicName071,item\relics\03_act3_jadeemperorsserenity.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_jadeemperorsserenity.dbr'
tagRelicName068,item\relics\03_act3_linezhasguile.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_linezhasguile.dbr'
tagRelicName070,item\relics\03_act3_monkeykingstrickery.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_monkeykingstrickery.dbr'
tagRelicName075,item\relics\03_act3_shennongsdarkmedicine.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_shennongsdarkmedicine.dbr'
tagRelicName072,item\relics\03_act3_yenlowangsbloodletting.dbr,False,@level06$: @act03$,relics,b'records\\item\\relics\\03_act3_yenlowangsbloodletting.dbr'
xtagRelicName017,xpack\item\relics\03_act4_bladeofthanatos.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_bladeofthanatos.dbr'
xtagRelicName018,xpack\item\relics\03_act4_chilloftartarus.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_chilloftartarus.dbr'
xtagRelicName016,xpack\item\relics\03_act4_cunningofoddyseus.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_cunningofoddyseus.dbr'
xtagRelicName019,xpack\item\relics\03_act4_ironwillofajax.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_ironwillofajax.dbr'
xtagRelicName015,xpack\item\relics\03_act4_persephonestears.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_persephonestears.dbr'
xtagRelicName020,xpack\item\relics\03_act4_rageofares.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_rageofares.dbr'
xtagRelicName021,xpack\item\relics\03_act4_shadeofhektor.dbr,True,@level06$: @act04$,relics,b'records\\xpack\\item\\relics\\03_act4_shadeofhektor.dbr'
tagAnimalPart002,item\animalrelics\01_act1_batfang.dbr,False,,charms,b'records\\item\\animalrelics\\01_act1_batfang.dbr'
tagAnimalPart003,item\animalrelics\01_act1_boarshide.dbr,False,,charms,b'records\\item\\animalrelics\\01_act1_boarshide.dbr'
tagAnimalPart010,item\animalrelics\01_multacts_demonsblood.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_demonsblood.dbr'
tagAnimalPart007,item\animalrelics\01_multacts_diseasedplumage.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_diseasedplumage.dbr'
tagAnimalPart016,item\animalrelics\01_act2_hagsskin.dbr,False,,charms,b'records\\item\\animalrelics\\01_act2_hagsskin.dbr'
tagAnimalPart015,item\animalrelics\01_act2_lupineclaw.dbr,False,,charms,b'records\\item\\animalrelics\\01_act2_lupineclaw.dbr'
tagAnimalPart049,item\animalrelics\01_multacts_mechanicalparts.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_mechanicalparts.dbr'
tagAnimalPart014,item\animalrelics\01_act3_pengclaw.dbr,False,,charms,b'records\\item\\animalrelics\\01_act3_pengclaw.dbr'
tagAnimalPart050,item\animalrelics\01_act1_pristineplumage.dbr,False,,charms,b'records\\item\\animalrelics\\01_act1_pristineplumage.dbr'
tagAnimalPart013,item\animalrelics\01_act3_raptortooth.dbr,False,,charms,b'records\\item\\animalrelics\\01_act3_raptortooth.dbr'
tagAnimalPart006,item\animalrelics\01_multacts_rigidcarapace.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_rigidcarapace.dbr'
tagAnimalPart009,item\animalrelics\01_act3_saberclaw.dbr,False,,charms,b'records\\item\\animalrelics\\01_act3_saberclaw.dbr'
tagAnimalPart011,item\animalrelics\01_multacts_spectralmatter.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_spectralmatter.dbr'
tagAnimalPart012,item\animalrelics\01_act1_turtleshell.dbr,False,,charms,b'records\\item\\animalrelics\\01_act1_turtleshell.dbr'
tagAnimalPart005,item\animalrelics\01_multacts_venomsac.dbr,False,,charms,b'records\\item\\animalrelics\\01_multacts_venomsac.dbr'
tagAnimalPart008,item\animalrelics\01_act2_vileichor.dbr,False,,charms,b'records\\item\\animalrelics\\01_act2_vileichor.dbr'
tagAnimalPart004,item\animalrelics\01_act3_vinygrowth.dbr,False,,charms,b'records\\item\\animalrelics\\01_act3_vinygrowth.dbr'
tagAnimalPart001,item\animalrelics\01_act3_yetifur.dbr,False,,charms,b'records\\item\\animalrelics\\01_act3_yetifur.dbr'
xtagAnimalPart016,xpack\item\charms\01_act4_erebancrystal.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_erebancrystal.dbr'
xtagAnimalPart013,xpack\item\charms\01_act4_frozenchitin.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_frozenchitin.dbr'
xtagAnimalPart003,xpack\item\charms\01_act4_furysheartblood.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_furysheartblood.dbr'
xtagAnimalPart002,xpack\item\charms\01_act4_hydradonhide.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_hydradonhide.dbr'
xtagAnimalPart001,xpack\item\charms\01_act4_spinyshell.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_spinyshell.dbr'
xtagAnimalPart004,xpack\item\charms\01_act4_torturedsoul.dbr,True,,charms,b'records\\xpack\\item\\charms\\01_act4_torturedsoul.dbr'
tagAnimalPart018,item\animalrelics\02_act1_batfang.dbr,False,,charms,b'records\\item\\animalrelics\\02_act1_batfang.dbr'
tagAnimalPart019,item\animalrelics\02_act1_boarshide.dbr,False,,charms,b'records\\item\\animalrelics\\02_act1_boarshide.dbr'
tagAnimalPart026,item\animalrelics\02_multacts_demonsblood.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_demonsblood.dbr'
tagAnimalPart023,item\animalrelics\02_multacts_diseasedplumage.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_diseasedplumage.dbr'
tagAnimalPart032,item\animalrelics\02_act2_hagsskin.dbr,False,,charms,b'records\\item\\animalrelics\\02_act2_hagsskin.dbr'
tagAnimalPart031,item\animalrelics\02_act2_lupineclaw.dbr,False,,charms,b'records\\item\\animalrelics\\02_act2_lupineclaw.dbr'
tagAnimalPart051,item\animalrelics\02_multacts_mechanicalparts.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_mechanicalparts.dbr'
tagAnimalPart030,item\animalrelics\02_act3_pengclaw.dbr,False,,charms,b'records\\item\\animalrelics\\02_act3_pengclaw.dbr'
tagAnimalPart052,item\animalrelics\02_act1_pristineplumage.dbr,False,,charms,b'records\\item\\animalrelics\\02_act1_pristineplumage.dbr'
tagAnimalPart029,item\animalrelics\02_act3_raptortooth.dbr,False,,charms,b'records\\item\\animalrelics\\02_act3_raptortooth.dbr'
tagAnimalPart022,item\animalrelics\02_multacts_rigidcarapace.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_rigidcarapace.dbr'
tagAnimalPart025,item\animalrelics\02_act3_saberclaw.dbr,False,,charms,b'records\\item\\animalrelics\\02_act3_saberclaw.dbr'
tagAnimalPart027,item\animalrelics\02_multacts_spectralmatter.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_spectralmatter.dbr'
tagAnimalPart028,item\animalrelics\02_act1_turtleshell.dbr,False,,charms,b'records\\item\\animalrelics\\02_act1_turtleshell.dbr'
tagAnimalPart021,item\animalrelics\02_multacts_venomsac.dbr,False,,charms,b'records\\item\\animalrelics\\02_multacts_venomsac.dbr'
tagAnimalPart024,item\animalrelics\02_act2_vileichor.dbr,False,,charms,b'records\\item\\animalrelics\\02_act2_vileichor.dbr'
tagAnimalPart020,item\animalrelics\02_act3_vinygrowth.dbr,False,,charms,b'records\\item\\animalrelics\\02_act3_vinygrowth.dbr'
tagAnimalPart017,item\animalrelics\02_act3_yetifur.dbr,False,,charms,b'records\\item\\animalrelics\\02_act3_yetifur.dbr'
xtagAnimalPart017,xpack\item\charms\02_act4_erebancrystal.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_erebancrystal.dbr'
xtagAnimalPart014,xpack\item\charms\02_act4_frozenchitin.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_frozenchitin.dbr'
xtagAnimalPart007,xpack\item\charms\02_act4_furysheartblood.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_furysheartblood.dbr'
xtagAnimalPart006,xpack\item\charms\02_act4_hydradonhide.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_hydradonhide.dbr'
xtagAnimalPart005,xpack\item\charms\02_act4_spinyshell.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_spinyshell.dbr'
xtagAnimalPart008,xpack\item\charms\02_act4_torturedsoul.dbr,True,,charms,b'records\\xpack\\item\\charms\\02_act4_torturedsoul.dbr'
tagAnimalPart034,item\animalrelics\03_act1_batfang.dbr,False,,charms,b'records\\item\\animalrelics\\03_act1_batfang.dbr'
tagAnimalPart035,item\animalrelics\03_act1_boarshide.dbr,False,,charms,b'records\\item\\animalrelics\\03_act1_boarshide.dbr'
tagAnimalPart042,item\animalrelics\03_multacts_demonsblood.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_demonsblood.dbr'
tagAnimalPart039,item\animalrelics\03_multacts_diseasedplumage.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_diseasedplumage.dbr'
tagAnimalPart048,item\animalrelics\03_act2_hagsskin.dbr,False,,charms,b'records\\item\\animalrelics\\03_act2_hagsskin.dbr'
tagAnimalPart047,item\animalrelics\03_act2_lupineclaw.dbr,False,,charms,b'records\\item\\animalrelics\\03_act2_lupineclaw.dbr'
tagAnimalPart053,item\animalrelics\03_multacts_mechanicalparts.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_mechanicalparts.dbr'
tagAnimalPart046,item\animalrelics\03_act3_pengclaw.dbr,False,,charms,b'records\\item\\animalrelics\\03_act3_pengclaw.dbr'
tagAnimalPart054,item\animalrelics\03_act1_pristineplumage.dbr,False,,charms,b'records\\item\\animalrelics\\03_act1_pristineplumage.dbr'
tagAnimalPart045,item\animalrelics\03_act3_raptortooth.dbr,False,,charms,b'records\\item\\animalrelics\\03_act3_raptortooth.dbr'
tagAnimalPart038,item\animalrelics\03_multacts_rigidcarapace.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_rigidcarapace.dbr'
tagAnimalPart041,item\animalrelics\03_act3_saberclaw.dbr,False,,charms,b'records\\item\\animalrelics\\03_act3_saberclaw.dbr'
tagAnimalPart043,item\animalrelics\03_multacts_spectralmatter.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_spectralmatter.dbr'
tagAnimalPart044,item\animalrelics\03_act1_turtleshell.dbr,False,,charms,b'records\\item\\animalrelics\\03_act1_turtleshell.dbr'
tagAnimalPart037,item\animalrelics\03_multacts_venomsac.dbr,False,,charms,b'records\\item\\animalrelics\\03_multacts_venomsac.dbr'
tagAnimalPart040,item\animalrelics\03_act2_vileichor.dbr,False,,charms,b'records\\item\\animalrelics\\03_act2_vileichor.dbr'
tagAnimalPart036,item\animalrelics\03_act3_vinygrowth.dbr,False,,charms,b'records\\item\\animalrelics\\03_act3_vinygrowth.dbr'
tagAnimalPart033,item\animalrelics\03_act3_yetifur.dbr,False,,charms,b'records\\item\\animalrelics\\03_act3_yetifur.dbr'
xtagAnimalPart018,xpack\item\charms\03_act4_erebancrystal.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_erebancrystal.dbr'
xtagAnimalPart015,xpack\item\charms\03_act4_frozenchitin.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_frozenchitin.dbr'
xtagAnimalPart011,xpack\item\charms\03_act4_furysheartblood.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_furysheartblood.dbr'
xtagAnimalPart010,xpack\item\charms\03_act4_hydradonhide.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_hydradonhide.dbr'
xtagAnimalPart009,xpack\item\charms\03_act4_spinyshell.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_spinyshell.dbr'
xtagAnimalPart012,xpack\item\charms\03_act4_torturedsoul.dbr,True,,charms,b'records\\xpack\\item\\charms\\03_act4_torturedsoul.dbr'
xtagArtifactDescription005,xpack\item\artifacts\n_la_amberflask.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_amberflask.dbr'
xtagArtifactDescription018,xpack\item\artifacts\n_la_bloodrage.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_bloodrage.dbr'
xtagArtifactDescription011,xpack\item\artifacts\n_la_chaoscube.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_chaoscube.dbr'
xtagArtifactDescription013,xpack\item\artifacts\n_la_cinderbolt.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_cinderbolt.dbr'
xtagArtifactDescription019,xpack\item\artifacts\n_la_crystaltear.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_crystaltear.dbr'
xtagArtifactDescription022,xpack\item\artifacts\e_la_darkcore.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_darkcore.dbr'
xtagArtifactDescription002,xpack\item\artifacts\n_la_deathrattle.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_deathrattle.dbr'
xtagArtifactDescription025,xpack\item\artifacts\e_la_earthentalisman.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_earthentalisman.dbr'
xtagArtifactDescription030,xpack\item\artifacts\e_la_ebonyglobe.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_ebonyglobe.dbr'
xtagArtifactDescription033,xpack\item\artifacts\l_la_effigyofthepanther.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_effigyofthepanther.dbr'
xtagArtifactDescription020,xpack\item\artifacts\e_la_emeraldquill.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_emeraldquill.dbr'
xtagArtifactDescription036,xpack\item\artifacts\l_la_etherealveil.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_etherealveil.dbr'
xtagArtifactDescription021,xpack\item\artifacts\e_la_jadetotem.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_jadetotem.dbr'
xtagArtifactDescription012,xpack\item\artifacts\n_la_leafsong.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_leafsong.dbr'
xtagArtifactDescription035,xpack\item\artifacts\l_la_maidenskiss.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_maidenskiss.dbr'
xtagArtifactDescription003,xpack\item\artifacts\n_la_moltenorb.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_moltenorb.dbr'
xtagArtifactDescription027,xpack\item\artifacts\e_la_nexusofinsanity.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_nexusofinsanity.dbr'
xtagArtifactDescription008,xpack\item\artifacts\n_la_palemoon.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_palemoon.dbr'
xtagArtifactDescription023,xpack\item\artifacts\e_la_phylacteryofshadows.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_phylacteryofshadows.dbr'
xtagArtifactDescription026,xpack\item\artifacts\e_la_ravensshadow.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_ravensshadow.dbr'
xtagArtifactDescription015,xpack\item\artifacts\n_la_razorclaw.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_razorclaw.dbr'
xtagArtifactDescription001,xpack\item\artifacts\n_la_scrollofoneiros.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_scrollofoneiros.dbr'
xtagArtifactDescription007,xpack\item\artifacts\n_la_shroudofeternalnight.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_shroudofeternalnight.dbr'
xtagArtifactDescription034,xpack\item\artifacts\l_la_silverheart.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_silverheart.dbr'
xtagArtifactDescription009,xpack\item\artifacts\n_la_skyfirependant.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_skyfirependant.dbr'
xtagArtifactDescription016,xpack\item\artifacts\n_la_songoftheserpent.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_songoftheserpent.dbr'
xtagArtifactDescription014,xpack\item\artifacts\n_la_soulshiver.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_soulshiver.dbr'
xtagArtifactDescription024,xpack\item\artifacts\e_la_spiritblight.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_spiritblight.dbr'
xtagArtifactDescription006,xpack\item\artifacts\n_la_starheart.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_starheart.dbr'
xtagArtifactDescription028,xpack\item\artifacts\e_la_summonerstotem.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_summonerstotem.dbr'
xtagArtifactDescription017,xpack\item\artifacts\n_la_sunstone.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_sunstone.dbr'
xtagArtifactDescription032,xpack\item\artifacts\l_la_thunderfist.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_thunderfist.dbr'
xtagArtifactDescription029,xpack\item\artifacts\e_la_tomeoftransfiguration.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\e_la_tomeoftransfiguration.dbr'
xtagArtifactDescription031,xpack\item\artifacts\l_la_tongueofflame.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_la_tongueofflame.dbr'
xtagArtifactDescription010,xpack\item\artifacts\n_la_touchofthefool.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_touchofthefool.dbr'
xtagArtifactDescription004,xpack\item\artifacts\n_la_wraithguard.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\n_la_wraithguard.dbr'
xtagArtifactDescription058,xpack\item\artifacts\l_ga_arcanemirror.dbr,True,see corresponding formula,artifacts,b'records\\xpack\\item\\artifacts\\l_ga_arcanemirror.dbr'
