record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,Quality,id
records\xpack2\item\equipmentweapons\axe\mi_l_dvergr.dbr,x2tagMIWeapon016,True,True,False,,Axe,WeaponMelee_Axe,xpack2,mi_l_dvergr_Axe_xpack2,Dvergr-Forged Battle Axe,,Dvergr_Forged_Battle_Axe_2
records\xpack2\item\equipmentweapons\club\mi_l_dvergr.dbr,x2tagMIWeapon014,True,True,False,,Mace,WeaponMelee_Mace,xpack2,mi_l_dvergr_Mace_xpack2,Dvergr-Forged Edge Mace,,Dvergr_Forged_Edge_Mace_2
records\xpack2\item\equipmentweapons\staff\mi_l_dvergr.dbr,x2tagMIWeapon017,True,True,False,,Staff,WeaponMagical_Staff,xpack2,mi_l_dvergr_Staff_xpack2,Prospector Rod,,Prospector_Rod_2
records\xpack2\item\equipmentweapons\sword\mi_l_dvergr.dbr,x2tagMIWeapon015,True,True,False,,Sword,WeaponMelee_Sword,xpack2,mi_l_dvergr_Sword_xpack2,Dvergr-Forged Longsword,,Dvergr_Forged_Longsword_2
records\xpack2\item\equipmentarmor\helm\mi_l_einherjar.dbr,x2tagMIArmor052,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_einherjar_Helm_xpack2,Helm of Valhöll,,Helm_of_Valhöll_2
records\xpack2\item\equipmentarmor\torso\mi_l_einherjar.dbr,x2tagMIArmor051,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_einherjar_Armor_xpack2,Harness of Valhöll,,Harness_of_Valhöll_2
records\xpack2\item\equipmentarmor\armband\mi_l_einherjar.dbr,x2tagMIArmor053,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_einherjar_Armbands_xpack2,Armguards of Valhöll,,Armguards_of_Valhöll_2
records\xpack2\item\equipmentarmor\greaves\mi_l_einherjar.dbr,x2tagMIArmor054,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_einherjar_Greaves_xpack2,Buskins of Valhöll,,Buskins_of_Valhöll_2
records\xpack2\item\equipmentweapons\1hranged\mi_l_einherjar.dbr,x2tagMIWeapon030,True,True,False,,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_l_einherjar_Thrown_xpack2,Einherjar Hammers,,Einherjar_Hammers_2
records\xpack2\item\equipmentweapons\shield\mi_l_einherjar.dbr,x2tagMIWeapon010,True,True,False,,Shield,WeaponArmor_Shield,xpack2,mi_l_einherjar_Shield_xpack2,Einherjar's Stand,,Einherjars_Stand_2
records\xpack2\item\equipmentweapons\spear\mi_l_einherjar.dbr,x2tagMIWeapon008,True,True,False,,Spear,WeaponHunting_Spear,xpack2,mi_l_einherjar_Spear_xpack2,Einherjar's Line,,Einherjars_Line_2
records\xpack2\item\equipmentweapons\sword\mi_l_einherjar.dbr,x2tagMIWeapon009,True,True,False,,Sword,WeaponMelee_Sword,xpack2,mi_l_einherjar_Sword_xpack2,Einherjar's Fate,,Einherjars_Fate_2
records\xpack2\item\equipmentarmor\helm\mi_l_eldjotun.dbr,x2tagMIArmor022,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_eldjotun_Helm_xpack2,Blacksteel Helmet,,Blacksteel_Helmet_2
records\xpack2\item\equipmentarmor\torso\mi_l_eldjotun.dbr,x2tagMIArmor021,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_eldjotun_Armor_xpack2,Blacksteel Plate,,Blacksteel_Plate_2
records\xpack2\item\equipmentarmor\armband\mi_l_eldjotun.dbr,x2tagMIArmor023,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_eldjotun_Armbands_xpack2,Blacksteel Bracers,,Blacksteel_Bracers_2
records\xpack2\item\equipmentarmor\greaves\mi_l_eldjotun.dbr,x2tagMIArmor024,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_eldjotun_Greaves_xpack2,Blacksteel Greaves,,Blacksteel_Greaves_2
records\xpack2\item\equipmentweapons\shield\mi_l_eldjotun.dbr,x2tagMIWeapon013,True,True,False,,Shield,WeaponArmor_Shield,xpack2,mi_l_eldjotun_Shield_xpack2,Blacksteel Bulwark,,Blacksteel_Bulwark_2
records\xpack2\item\equipmentweapons\spear\mi_l_eldjotun.dbr,x2tagMIWeapon011,True,True,False,,Spear,WeaponHunting_Spear,xpack2,mi_l_eldjotun_Spear_xpack2,Blacksteel Spike,,Blacksteel_Spike_2
records\xpack2\item\equipmentweapons\sword\mi_l_eldjotun.dbr,x2tagMIWeapon012,True,True,False,,Sword,WeaponMelee_Sword,xpack2,mi_l_eldjotun_Sword_xpack2,Blacksteel Executioner,,Blacksteel_Executioner_2
records\xpack2\item\equipmentarmor\helm\mi_l_fjordmelee.dbr,x2tagMIArmor006,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_fjordmelee_Helm_xpack2,Icescale Helm,,Icescale_Helm_2
records\xpack2\item\equipmentarmor\torso\mi_l_fjordmelee.dbr,x2tagMIArmor005,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_fjordmelee_Armor_xpack2,Icescale Armor,,Icescale_Armor_2
records\xpack2\item\equipmentarmor\armband\mi_l_fjordmelee.dbr,x2tagMIArmor007,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_fjordmelee_Armbands_xpack2,Icescale Bracers,,Icescale_Bracers_2
records\xpack2\item\equipmentarmor\greaves\mi_l_fjordmelee.dbr,x2tagMIArmor008,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_fjordmelee_Greaves_xpack2,Icescale Guards,,Icescale_Guards_2
records\xpack2\item\equipmentarmor\helm\mi_l_fjordmage.dbr,x2tagMIArmor010,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_fjordmage_Helm_xpack2,Crown of the Deep,,Crown_of_the_Deep_2
records\xpack2\item\equipmentarmor\torso\mi_l_fjordmage.dbr,x2tagMIArmor009,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_fjordmage_Armor_xpack2,Raiment of the Deep,,Raiment_of_the_Deep_2
records\xpack2\item\equipmentarmor\armband\mi_l_fjordmage.dbr,x2tagMIArmor011,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_fjordmage_Armbands_xpack2,Bracelets of the Deep,,Bracelets_of_the_Deep_2
records\xpack2\item\equipmentarmor\greaves\mi_l_fjordmage.dbr,x2tagMIArmor012,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_fjordmage_Greaves_xpack2,Guards of the Deep,,Guards_of_the_Deep_2
records\xpack2\item\equipmentweapons\bow\mi_l_fjordmelee.dbr,x2tagMIWeapon032,True,True,False,,Bow,WeaponHunting_Bow,xpack2,mi_l_fjordmelee_Bow_xpack2,Ichthian Stinger,,Ichthian_Stinger_2
records\xpack2\item\equipmentweapons\shield\mi_l_fjordmelee.dbr,x2tagMIWeapon007,True,True,False,,Shield,WeaponArmor_Shield,xpack2,mi_l_fjordmelee_Shield_xpack2,Ichthian Shell,,Ichthian_Shell_2
records\xpack2\item\equipmentweapons\spear\mi_l_fjordmelee.dbr,x2tagMIWeapon006,True,True,False,,Spear,WeaponHunting_Spear,xpack2,mi_l_fjordmelee_Spear_xpack2,Ichthian Spine,,Ichthian_Spine_2
records\xpack2\item\equipmentweapons\staff\mi_l_fjordmage.dbr,x2tagMIWeapon034,True,True,False,,Staff,WeaponMagical_Staff,xpack2,mi_l_fjordmage_Staff_xpack2,Staff of the Deep,,Staff_of_the_Deep_2
records\xpack2\item\equipmentarmor\helm\mi_l_kelpie.dbr,x2tagMIArmor030,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_kelpie_Helm_xpack2,Kelpie Circlet,,Kelpie_Circlet_2
records\xpack2\item\equipmentarmor\torso\mi_l_kelpie.dbr,x2tagMIArmor029,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_kelpie_Armor_xpack2,Kelpie Cuisse,,Kelpie_Cuisse_2
records\xpack2\item\equipmentarmor\armband\mi_l_kelpie.dbr,x2tagMIArmor031,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_kelpie_Armbands_xpack2,Kelpie Vambrace,,Kelpie_Vambrace_2
records\xpack2\item\equipmentweapons\sword\mi_l_mercenary.dbr,x2tagMIWeapon018,True,True,False,,Sword,WeaponMelee_Sword,xpack2,mi_l_mercenary_Sword_xpack2,Stormraven Sword,,Stormraven_Sword_2
records\xpack2\item\equipmentarmor\helm\mi_l_merfolk.dbr,x2tagMIArmor036,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_merfolk_Helm_xpack2,Triteia's Coral Crown,,Triteias_Coral_Crown_2
records\xpack2\item\equipmentarmor\torso\mi_l_merfolk.dbr,x2tagMIArmor035,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_merfolk_Armor_xpack2,Triton Armor,,Triton_Armor_2
records\xpack2\item\equipmentweapons\spear\mi_l_merfolk.dbr,x2tagMIWeapon001,True,True,False,,Spear,WeaponHunting_Spear,xpack2,mi_l_merfolk_Spear_xpack2,Deep Sea Trident,,Deep_Sea_Trident_2
records\xpack2\item\equipmentarmor\helm\mi_l_nerthusshaman.dbr,x2tagMIArmor026,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_nerthusshaman_Helm_xpack2,Hood of the Chosen,,Hood_of_the_Chosen_2
records\xpack2\item\equipmentarmor\torso\mi_l_nerthusshaman.dbr,x2tagMIArmor025,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_nerthusshaman_Armor_xpack2,Coat of the Chosen,,Coat_of_the_Chosen_2
records\xpack2\item\equipmentarmor\armband\mi_l_nerthusshaman.dbr,x2tagMIArmor027,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_nerthusshaman_Armbands_xpack2,Rings of the Chosen,,Rings_of_the_Chosen_2
records\xpack2\item\equipmentarmor\greaves\mi_l_nerthusshaman.dbr,x2tagMIArmor028,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_nerthusshaman_Greaves_xpack2,Wraps of the Chosen,,Wraps_of_the_Chosen_2
records\xpack2\item\equipmentweapons\staff\mi_l_nerthusshaman.dbr,x2tagMIWeapon019,True,True,False,,Staff,WeaponMagical_Staff,xpack2,mi_l_nerthusshaman_Staff_xpack2,Staff of the Chosen,,Staff_of_the_Chosen_2
records\xpack2\item\equipmentarmor\helm\mi_l_troll.dbr,x2tagMIArmor002,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_troll_Helm_xpack2,Bonebreaker Cowl,,Bonebreaker_Cowl_2
records\xpack2\item\equipmentarmor\torso\mi_l_troll.dbr,x2tagMIArmor001,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_troll_Armor_xpack2,Bonebreaker Mail,,Bonebreaker_Mail_2
records\xpack2\item\equipmentarmor\torso\mi_l_trollmage.dbr,x2tagMIArmor001b,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_trollmage_Armor_xpack2,Bonecaster Shawl,,Bonecaster_Shawl_2
records\xpack2\item\equipmentarmor\armband\mi_l_troll.dbr,x2tagMIArmor003,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_troll_Armbands_xpack2,Bonebreaker Bracelets,,Bonebreaker_Bracelets_2
records\xpack2\item\equipmentarmor\greaves\mi_l_troll.dbr,x2tagMIArmor004,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_troll_Greaves_xpack2,Bonebreaker Greaves,,Bonebreaker_Greaves_2
records\xpack2\item\equipmentweapons\axe\mi_l_troll.dbr,x2tagMIWeapon005,True,True,False,,Axe,WeaponMelee_Axe,xpack2,mi_l_troll_Axe_xpack2,Troll's Splitter,,Trolls_Splitter_2
records\xpack2\item\equipmentweapons\club\mi_l_troll.dbr,x2tagMIWeapon003,True,True,False,,Mace,WeaponMelee_Mace,xpack2,mi_l_troll_Mace_xpack2,Troll's Basher,,Trolls_Basher_2
records\xpack2\item\equipmentweapons\spear\mi_l_troll.dbr,x2tagMIWeapon002,True,True,False,,Spear,WeaponHunting_Spear,xpack2,mi_l_troll_Spear_xpack2,Troll's Sticker,,Trolls_Sticker_2
records\xpack2\item\equipmentweapons\staff\mi_l_troll.dbr,x2tagMIWeapon031,True,True,False,,Staff,WeaponMagical_Staff,xpack2,mi_l_troll_Staff_xpack2,Troll's Branch,,Trolls_Branch_2
records\xpack2\item\equipmentweapons\sword\mi_l_troll.dbr,x2tagMIWeapon004,True,True,False,,Sword,WeaponMelee_Sword,xpack2,mi_l_troll_Sword_xpack2,Troll's Cutter,,Trolls_Cutter_2
records\xpack2\item\equipmentarmor\greaves\mi_l_valkyrie.dbr,x2tagMIArmor050,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_valkyrie_Greaves_xpack2,Boots of the Valkyrie,,Boots_of_the_Valkyrie_2
records\xpack2\item\equipmentarmor\torso\mi_l_yerren.dbr,x2tagMIArmor037,True,True,False,,Armor,ArmorProtective_UpperBody,xpack2,mi_l_yerren_Armor_xpack2,Bear Rider's Garb,,Bear_Riders_Garb_2
records\xpack2\item\equipmentarmor\armband\mi_l_yerren.dbr,x2tagMIArmor038,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_yerren_Armbands_xpack2,Bear Rider's Bracers,,Bear_Riders_Bracers_2
records\xpack2\item\equipmentarmor\greaves\mi_l_yerren.dbr,x2tagMIArmor039,True,True,False,,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_yerren_Greaves_xpack2,Bear Rider's Leggings,,Bear_Riders_Leggings_2
records\xpack3\items\equipmentarmor\armband\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_l_coralguardianmage_Armbands_xpack3,mi_l_coralguardianmage_Armbands_xpack3,,mi_l_coralguardianmage_Armbands_xpack3
records\xpack3\items\equipmentarmor\greaves\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianLegsCaster,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_coralguardianmage_Greaves_xpack3,mi_l_coralguardianmage_Greaves_xpack3,,mi_l_coralguardianmage_Greaves_xpack3
records\xpack3\items\equipmentarmor\helm\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_l_coralguardianmage_Helm_xpack3,mi_l_coralguardianmage_Helm_xpack3,,mi_l_coralguardianmage_Helm_xpack3
records\xpack3\items\equipmentarmor\torso\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_l_coralguardianmage_Armor_xpack3,mi_l_coralguardianmage_Armor_xpack3,,mi_l_coralguardianmage_Armor_xpack3
records\xpack3\items\equipmentarmor\armband\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_l_coralguardianmelee_Armbands_xpack3,mi_l_coralguardianmelee_Armbands_xpack3,,mi_l_coralguardianmelee_Armbands_xpack3
records\xpack3\items\equipmentarmor\greaves\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_coralguardianmelee_Greaves_xpack3,mi_l_coralguardianmelee_Greaves_xpack3,,mi_l_coralguardianmelee_Greaves_xpack3
records\xpack3\items\equipmentarmor\helm\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_l_coralguardianmelee_Helm_xpack3,mi_l_coralguardianmelee_Helm_xpack3,,mi_l_coralguardianmelee_Helm_xpack3
records\xpack3\items\equipmentarmor\torso\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_l_coralguardianmelee_Armor_xpack3,mi_l_coralguardianmelee_Armor_xpack3,,mi_l_coralguardianmelee_Armor_xpack3
records\xpack3\items\equipmentweapon\axe\mi_l_coralguardian.dbr,x3tagMICoralGuardianAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_l_coralguardian_Axe_xpack3,mi_l_coralguardian_Axe_xpack3,,mi_l_coralguardian_Axe_xpack3
records\xpack3\items\equipmentweapon\bow\mi_l_coralguardian.dbr,x3tagMICoralGuardianBow,True,False,True,,Bow,WeaponHunting_Bow,xpack3,mi_l_coralguardian_Bow_xpack3,mi_l_coralguardian_Bow_xpack3,,mi_l_coralguardian_Bow_xpack3
records\xpack3\items\equipmentweapon\club\mi_l_coralguardian.dbr,x3tagMICoralGuardianClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_l_coralguardian_Mace_xpack3,mi_l_coralguardian_Mace_xpack3,,mi_l_coralguardian_Mace_xpack3
records\xpack3\items\equipmentweapon\shield\mi_l_coralguardian.dbr,x3tagMICoralGuardianShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_l_coralguardian_Shield_xpack3,mi_l_coralguardian_Shield_xpack3,,mi_l_coralguardian_Shield_xpack3
records\xpack3\items\equipmentweapon\spear\mi_l_coralguardian.dbr,x3tagMICoralGuardianSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_l_coralguardian_Spear_xpack3,mi_l_coralguardian_Spear_xpack3,,mi_l_coralguardian_Spear_xpack3
records\xpack3\items\equipmentweapon\sword\mi_l_coralguardian.dbr,x3tagMICoralGuardianSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_l_coralguardian_Sword_xpack3,mi_l_coralguardian_Sword_xpack3,,mi_l_coralguardian_Sword_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_coralguardian_fire.dbr,x3tagMICoralGuardianStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_coralguardian_fire_Staff_xpack3,mi_l_coralguardian_fire_Staff_xpack3,,mi_l_coralguardian_fire_Staff_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_coralguardian_frost.dbr,x3tagMICoralGuardianStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_coralguardian_frost_Staff_xpack3,mi_l_coralguardian_frost_Staff_xpack3,,mi_l_coralguardian_frost_Staff_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_coralguardian_lightning.dbr,x3tagMICoralGuardianStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_coralguardian_lightning_Staff_xpack3,mi_l_coralguardian_lightning_Staff_xpack3,,mi_l_coralguardian_lightning_Staff_xpack3
records\xpack3\items\equipmentarmor\armband\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_l_embalmedpriestmage_Armbands_xpack3,mi_l_embalmedpriestmage_Armbands_xpack3,,mi_l_embalmedpriestmage_Armbands_xpack3
records\xpack3\items\equipmentarmor\greaves\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestLegsCaster,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_embalmedpriestmage_Greaves_xpack3,mi_l_embalmedpriestmage_Greaves_xpack3,,mi_l_embalmedpriestmage_Greaves_xpack3
records\xpack3\items\equipmentarmor\helm\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_l_embalmedpriestmage_Helm_xpack3,mi_l_embalmedpriestmage_Helm_xpack3,,mi_l_embalmedpriestmage_Helm_xpack3
records\xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_l_embalmedpriestmage_Armor_xpack3,mi_l_embalmedpriestmage_Armor_xpack3,,mi_l_embalmedpriestmage_Armor_xpack3
records\xpack3\items\equipmentarmor\armband\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestArms,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_l_embalmedpriestmelee_Armbands_xpack3,mi_l_embalmedpriestmelee_Armbands_xpack3,,mi_l_embalmedpriestmelee_Armbands_xpack3
records\xpack3\items\equipmentarmor\greaves\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestLegs,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_embalmedpriestmelee_Greaves_xpack3,mi_l_embalmedpriestmelee_Greaves_xpack3,,mi_l_embalmedpriestmelee_Greaves_xpack3
records\xpack3\items\equipmentarmor\helm\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestHead,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_l_embalmedpriestmelee_Helm_xpack3,mi_l_embalmedpriestmelee_Helm_xpack3,,mi_l_embalmedpriestmelee_Helm_xpack3
records\xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestTorso,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_l_embalmedpriestmelee_Armor_xpack3,mi_l_embalmedpriestmelee_Armor_xpack3,,mi_l_embalmedpriestmelee_Armor_xpack3
records\xpack3\items\equipmentweapon\axe\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_l_embalmedpriest_Axe_xpack3,mi_l_embalmedpriest_Axe_xpack3,,mi_l_embalmedpriest_Axe_xpack3
records\xpack3\items\equipmentweapon\bow\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestBow,True,False,True,,Bow,WeaponHunting_Bow,xpack3,mi_l_embalmedpriest_Bow_xpack3,mi_l_embalmedpriest_Bow_xpack3,,mi_l_embalmedpriest_Bow_xpack3
records\xpack3\items\equipmentweapon\club\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_l_embalmedpriest_Mace_xpack3,mi_l_embalmedpriest_Mace_xpack3,,mi_l_embalmedpriest_Mace_xpack3
records\xpack3\items\equipmentweapon\spear\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestSpear,True,False,True,,Spear,WeaponHunting_Spear,xpack3,mi_l_embalmedpriest_Spear_xpack3,mi_l_embalmedpriest_Spear_xpack3,,mi_l_embalmedpriest_Spear_xpack3
records\xpack3\items\equipmentweapon\sword\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_l_embalmedpriest_Sword_xpack3,mi_l_embalmedpriest_Sword_xpack3,,mi_l_embalmedpriest_Sword_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_fire.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_embalmedpriest_fire_Staff_xpack3,mi_l_embalmedpriest_fire_Staff_xpack3,,mi_l_embalmedpriest_fire_Staff_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_frost.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_embalmedpriest_frost_Staff_xpack3,mi_l_embalmedpriest_frost_Staff_xpack3,,mi_l_embalmedpriest_frost_Staff_xpack3
records\xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_lightning.dbr,x3tagMIEmbalmedPriestStaff,True,False,True,,Staff,WeaponMagical_Staff,xpack3,mi_l_embalmedpriest_lightning_Staff_xpack3,mi_l_embalmedpriest_lightning_Staff_xpack3,,mi_l_embalmedpriest_lightning_Staff_xpack3
records\xpack3\items\equipmentarmor\armband\mi_l_hesperidemage.dbr,x3tagMIHesperideArmsCaster,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,mi_l_hesperidemage_Armbands_xpack3,mi_l_hesperidemage_Armbands_xpack3,,mi_l_hesperidemage_Armbands_xpack3
records\xpack3\items\equipmentarmor\helm\mi_l_hesperidemage.dbr,x3tagMIHesperideHeadCaster,True,False,True,,Helm,ArmorProtective_Head,xpack3,mi_l_hesperidemage_Helm_xpack3,mi_l_hesperidemage_Helm_xpack3,,mi_l_hesperidemage_Helm_xpack3
records\xpack3\items\equipmentarmor\torso\mi_l_hesperidemage.dbr,x3tagMIHesperideTorsoCaster,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,mi_l_hesperidemage_Armor_xpack3,mi_l_hesperidemage_Armor_xpack3,,mi_l_hesperidemage_Armor_xpack3
records\xpack3\items\equipmentweapon\axe\mi_l_hesperide.dbr,x3tagMIHesperideAxe,True,False,True,,Axe,WeaponMelee_Axe,xpack3,mi_l_hesperide_Axe_xpack3,mi_l_hesperide_Axe_xpack3,,mi_l_hesperide_Axe_xpack3
records\xpack3\items\equipmentweapon\club\mi_l_hesperide.dbr,x3tagMIHesperideClub,True,False,True,,Mace,WeaponMelee_Mace,xpack3,mi_l_hesperide_Mace_xpack3,mi_l_hesperide_Mace_xpack3,,mi_l_hesperide_Mace_xpack3
records\xpack3\items\equipmentweapon\shield\mi_l_hesperide.dbr,x3tagMIHesperideShield,True,False,True,,Shield,WeaponArmor_Shield,xpack3,mi_l_hesperide_Shield_xpack3,mi_l_hesperide_Shield_xpack3,,mi_l_hesperide_Shield_xpack3
records\xpack3\items\equipmentweapon\sword\mi_l_hesperide.dbr,x3tagMIHesperideSword,True,False,True,,Sword,WeaponMelee_Sword,xpack3,mi_l_hesperide_Sword_xpack3,mi_l_hesperide_Sword_xpack3,,mi_l_hesperide_Sword_xpack3
