Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
Stag Helm of Cernunnos,Legendary,77.0,ArmorProtective_Head,Guise of the Horned God,TQ Ragnarok,xpack2/us_l_hornedgod.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmus_l_hornedgod.dbr'
Incarnation of the Power of Nerthus,Common,,ItemRelic,,TQ Ragnarok,xpack2/03_act5_nerthusmistletoe.dbr,b'records\\xpack2\\item\\relics03_act5_nerthusmistletoe.dbr'
Geras' Walking Stick,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_geras'walkingstick.dbr,"b""records\\item\\equipmentweapon\\staffu_e_geras'walkingstick.dbr"""
Gauntlets of the Restless King,MonsterInfrequent Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_draugr.dbr'
Crystalline Helm,Legendary,56.0,ArmorProtective_Head,Crystalline Array,TQ,us_e_crystallinearray.dbr,b'records\\item\\equipmenthelmus_e_crystallinearray.dbr'
Ethereal Clasp,MonsterInfrequent Epic,39.0,ArmorProtective_Forearm,,TQ,mi_e_wraith.dbr,b'records\\item\\equipmentarmbandmi_e_wraith.dbr'
Phoenix,Legendary,65.0,WeaponMelee_Axe,,TQ,u_l_phoenix.dbr,b'records\\item\\equipmentweapon\\axeu_l_phoenix.dbr'
Jaguar Claws,MonsterInfrequent Epic,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_e_maenad.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_e_maenad.dbr'
Armguards of Valhöll,MonsterInfrequent Legendary,78.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_einherjar.dbr'
Serenity,Epic,46.0,ArmorJewelry_Amulet,,TQ,u_e_serenity.dbr,b'records\\item\\equipmentamuletu_e_serenity.dbr'
Chang-Kuo Lau's Steel Blur,Epic,49.0,WeaponMelee_Sword,,TQ,u_e_changkuolau'ssteelblur.dbr,"b""records\\item\\equipmentweapon\\swordu_e_changkuolau'ssteelblur.dbr"""
Helm of Valhöll,MonsterInfrequent Normal,37.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_einherjar.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_einherjar.dbr'
Giant's Tooth,Legendary,79.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_l_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\clubu_l_01.dbr'
Prowler's Cuffs,MonsterInfrequent Legendary,67.0,ArmorProtective_Forearm,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentarmbandmi_l_tigermanmelee.dbr'
Soul Prism,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_soulprism.dbr,b'records\\xpack\\item\\artifactsn_ga_soulprism.dbr'
Essence of the Aegis of Athena,Common,,ItemRelic,,TQ,01_act1_aegisofathena.dbr,b'records\\item\\relics01_act1_aegisofathena.dbr'
Outrider's Buckler,MonsterInfrequent Normal,4.0,WeaponArmor_Shield,,TQ,mi_n_centaur.dbr,b'records\\item\\equipmentshieldmi_n_centaur.dbr'
Barbarian's Spiked Greaves,Legendary,59.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesu_e_001.dbr'
Kydoimos,Legendary,68.0,WeaponMelee_Sword,Children of Ares,TQ,us_l_childrenofares.dbr,b'records\\item\\equipmentweapon\\swordus_l_childrenofares.dbr'
Arcane Formula ~ Emerald Quill,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_emeraldquill_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_emeraldquill_formula.dbr'
Porphyrion's Helm,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_gigantesmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_gigantesmelee01.dbr'
Memnon's Signet,Epic,36.0,ArmorJewelry_Ring,Memnon's Raiment,TQ,us_e_memnon'sraiment.dbr,"b""records\\item\\equipmentringus_e_memnon'sraiment.dbr"""
Porphyrion's Legplates,MonsterInfrequent Normal,32.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_n_gigantesmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_n_gigantesmelee.dbr'
Fire Spike,Epic,8.0,WeaponHunting_Spear,,TQ,u_n_firespike.dbr,b'records\\item\\equipmentweapon\\spearu_n_firespike.dbr'
Crescent Moon of Artemis,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_crescentmoonofartemis.dbr,b'records\\xpack\\item\\artifactse_da_crescentmoonofartemis.dbr'
Cuirass of Viridomarus,Epic,63.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_e_05.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_e_05.dbr'
Age Axe,Epic,39.0,WeaponMelee_Axe,,TQ,u_e_ageaxe.dbr,b'records\\item\\equipmentweapon\\axeu_e_ageaxe.dbr'
Bonehack,Epic,33.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_n_001.dbr,b'records\\xpack\\item\\equipmentweapons\\axeu_n_001.dbr'
Shield of the Korybantes,Legendary,50.0,WeaponArmor_Shield,,TQ,u_e_shieldofthekorybantes.dbr,b'records\\item\\equipmentshieldu_e_shieldofthekorybantes.dbr'
Glacial Maul,Legendary,65.0,WeaponMelee_Mace,,TQ,u_l_glacialmaul.dbr,b'records\\item\\equipmentweapon\\clubu_l_glacialmaul.dbr'
Crown of the Liche King,MonsterInfrequent Epic,54.0,ArmorProtective_Head,,TQ,mi_e_liche.dbr,b'records\\item\\equipmenthelmmi_e_liche.dbr'
Warlord's Coat,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ,mi_l_tigermanchampion.dbr,b'records\\item\\equipmentarmormi_l_tigermanchampion.dbr'
Pharaoh's Standard,Epic,16.0,WeaponMagical_Staff,,TQ,u_n_pharaoh'sstandard.dbr,"b""records\\item\\equipmentweapon\\staffu_n_pharaoh'sstandard.dbr"""
Smith's Hammer,Epic,8.0,WeaponMelee_Mace,,TQ,u_n_smith'shammer.dbr,"b""records\\item\\equipmentweapon\\clubu_n_smith'shammer.dbr"""
Djinn's Shackles,MonsterInfrequent Legendary,67.0,ArmorProtective_Forearm,,TQ,mi_l_djinn.dbr,b'records\\item\\equipmentarmbandmi_l_djinn.dbr'
Creeping Death,Epic,28.0,WeaponMelee_Axe,,TQ,u_n_creepingdeath.dbr,b'records\\item\\equipmentweapon\\axeu_n_creepingdeath.dbr'
Legendary Bat Fang,Common,,ItemCharm,,TQ,03_act1_batfang.dbr,b'records\\item\\animalrelics03_act1_batfang.dbr'
Head Hunter's Axe,MonsterInfrequent Normal,24.0,WeaponMelee_Axe,,TQ,mi_n_dragonian.dbr,b'records\\item\\equipmentweapon\\axemi_n_dragonian.dbr'
Troll's Cutter,MonsterInfrequent Legendary,76.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_l_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_l_troll.dbr'
Dvergr Runestones,MonsterInfrequent Normal,37.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_n_dvergr.dbr'
Ichthian Stinger,MonsterInfrequent Legendary,77.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowmi_l_fjordmelee.dbr'
Kraken's Fist,Legendary,68.0,WeaponMelee_Mace,,TQ,u_l_krakensfist.dbr,b'records\\item\\equipmentweapon\\clubu_l_krakensfist.dbr'
Bone Bracelet,Epic,24.0,ArmorProtective_Forearm,,TQ,um_n_bonebracelet.dbr,b'records\\item\\equipmentarmbandum_n_bonebracelet.dbr'
Impenetrable Helm,Epic,52.0,ArmorProtective_Head,,TQ,u_e_impenetrablehelm.dbr,b'records\\item\\equipmenthelmu_e_impenetrablehelm.dbr'
Eye of Osiris,Legendary,65.0,WeaponMagical_Staff,,TQ,u_l_eyeofosiris.dbr,b'records\\item\\equipmentweapon\\staffu_l_eyeofosiris.dbr'
Crag,Epic,20.0,ArmorProtective_Head,,TQ,u_n_crag.dbr,b'records\\item\\equipmenthelmu_n_crag.dbr'
Warchief's Bracers,MonsterInfrequent Legendary,67.0,ArmorProtective_Forearm,,TQ,mi_l_yerren.dbr,b'records\\item\\equipmentarmbandmi_l_yerren.dbr'
Epic Crystal of Erebus,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_erebancrystal.dbr,b'records\\xpack\\item\\charms02_act4_erebancrystal.dbr'
Wizard Hat,Epic,33.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/um_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\helmum_n_001.dbr'
Venom Sac,Common,,ItemCharm,,TQ,01_multacts_venomsac.dbr,b'records\\item\\animalrelics01_multacts_venomsac.dbr'
Hood of the Magi,MonsterInfrequent Normal,5.0,ArmorProtective_Head,,TQ,mi_n_satyrmage.dbr,b'records\\item\\equipmenthelmmi_n_satyrmage.dbr'
Dark Core,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_darkcore.dbr,b'records\\xpack\\item\\artifactse_la_darkcore.dbr'
Alpenglow,Epic,63.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_e_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_e_01.dbr'
The Night Mistress's Clutch,MonsterInfrequent Legendary,71.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/mi_l_empousa.dbr,b'records\\xpack\\item\\equipmentweapons\\staffmi_l_empousa.dbr'
Guan Yin's Healing Rod,Epic,28.0,WeaponMagical_Staff,,TQ,u_n_guanyin'shealingrod.dbr,"b""records\\item\\equipmentweapon\\staffu_n_guanyin'shealingrod.dbr"""
Legendary Raptor Tooth,Common,,ItemCharm,,TQ,03_act3_raptortooth.dbr,b'records\\item\\animalrelics03_act3_raptortooth.dbr'
Prosopon,Epic,37.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_06.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_n_06.dbr'
Helm of Valhöll,MonsterInfrequent Legendary,78.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_einherjar.dbr'
Enforcer's Bracer,MonsterInfrequent Normal,10.0,ArmorProtective_Forearm,,TQ,mi_n_boarman.dbr,b'records\\item\\equipmentarmbandmi_n_boarman.dbr'
Sentinel's Cuirass,MonsterInfrequent Legendary,61.0,ArmorProtective_UpperBody,,TQ,mi_l_gorgonmelee.dbr,b'records\\item\\equipmentarmormi_l_gorgonmelee.dbr'
Arcane Formula ~ Dragontongue,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_dragontongue_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_dragontongue_formula.dbr'
Lupine Claw,Common,,ItemCharm,,TQ,01_act2_lupineclaw.dbr,b'records\\item\\animalrelics01_act2_lupineclaw.dbr'
Triton Armor,MonsterInfrequent Legendary,75.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_merfolk.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_l_merfolk.dbr'
Shroud of Ker,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_keresmage.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_keresmage.dbr'
Kelpie Circlet,MonsterInfrequent Legendary,77.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_kelpie.dbr'
Porphyrion's Breastplate,MonsterInfrequent Legendary,71.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_gigantesmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_gigantesmelee.dbr'
Blackguard,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_blackguard.dbr,b'records\\item\\equipmentarmoru_e_blackguard.dbr'
Prostasia,Epic,36.0,ArmorJewelry_Ring,,TQ,u_e_prostasia.dbr,b'records\\item\\equipmentringu_e_prostasia.dbr'
Rod of the Ancients,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_rodoftheancients.dbr,b'records\\item\\equipmentweapon\\staffu_e_rodoftheancients.dbr'
Alke,Legendary,50.0,ArmorJewelry_Ring,Gladiator's Creed,TQ,us_e_gladiator'screed01.dbr,"b""records\\item\\equipmentringus_e_gladiator'screed01.dbr"""
Sprig,MonsterInfrequent Epic,53.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_e_anteok.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_e_anteok.dbr'
Blacksteel Bulwark,MonsterInfrequent Normal,38.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_n_eldjotun.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_n_eldjotun.dbr'
Epic Spiny Shell,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_spinyshell.dbr,b'records\\xpack\\item\\charms02_act4_spinyshell.dbr'
Myrmigki Leggings,MonsterInfrequent Epic,54.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_formicidmage01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_formicidmage01.dbr'
Ch'kra's Vestment,MonsterInfrequent Epic,55.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_formicidmage02.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_e_formicidmage02.dbr'
Skyfire Pendant,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_skyfirependant.dbr,b'records\\xpack\\item\\artifactsn_la_skyfirependant.dbr'
Waylayer's Jerkin,Epic,12.0,ArmorProtective_UpperBody,,TQ,u_n_waylayer'sjerkin.dbr,"b""records\\item\\equipmentarmoru_n_waylayer'sjerkin.dbr"""
Verdant Plate,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_verdantplate.dbr,b'records\\item\\equipmentarmoru_l_verdantplate.dbr'
Arcane Formula ~ Scroll of Oneiros,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_scrollofoneiros_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_la_scrollofoneiros_formula.dbr'
Folg,MonsterInfrequent Legendary,71.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_l_troglodyte.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_l_troglodyte.dbr'
Bone Greaves,Legendary,53.0,ArmorProtective_LowerBody,Bone Armor,TQ,us_e_bonearmor.dbr,b'records\\item\\equipmentgreavesus_e_bonearmor.dbr'
Prowler's Cuirass,MonsterInfrequent Legendary,69.0,ArmorProtective_UpperBody,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentarmormi_l_tigermanmelee.dbr'
Arcane Formula ~ Effigy of Skyfire,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_effigyofskyfire_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_effigyofskyfire_formula.dbr'
Huntsman's Barb,Epic,8.0,WeaponHunting_Spear,,TQ,u_n_huntsman'sbarb.dbr,"b""records\\item\\equipmentweapon\\spearu_n_huntsman'sbarb.dbr"""
Brigand's Bow,MonsterInfrequent Legendary,60.0,WeaponHunting_Bow,,TQ,mi_l_satyrbrigand.dbr,b'records\\item\\equipmentweapon\\bowmi_l_satyrbrigand.dbr'
Hector's Flashing Helm,Legendary,68.0,ArmorProtective_Head,Hector's Bronze Armor,TQ,u_l_hector'sflashinghelm.dbr,"b""records\\item\\equipmenthelmu_l_hector'sflashinghelm.dbr"""
Druidic Wreath,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_druidicwreath.dbr,b'records\\xpack\\item\\artifactsn_ga_druidicwreath.dbr'
Hector's Spear,Legendary,53.0,WeaponHunting_Spear,Hector's Bronze Armor,TQ,u_e_hector'sspear.dbr,"b""records\\item\\equipmentweapon\\spearu_e_hector'sspear.dbr"""
Star Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_starheart.dbr,b'records\\xpack\\item\\artifactsn_la_starheart.dbr'
Torso of Loki,Legendary,77.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_l_02.dbr'
Alcyoneus’ Gauntlets,MonsterInfrequent Legendary,72.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_gigantesmelee02.dbr'
Tyrvidar's Might,Epic,44.0,ArmorJewelry_Amulet,,TQ,u_e_tyrvidar'smight.dbr,"b""records\\item\\equipmentamuletu_e_tyrvidar'smight.dbr"""
Spectral Defender,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_spectraldefender.dbr,b'records\\item\\equipmentshieldu_l_spectraldefender.dbr'
Silver Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_la_silverheart.dbr,b'records\\xpack\\item\\artifactsl_la_silverheart.dbr'
Troll's Splitter,MonsterInfrequent Normal,35.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/mi_n_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\axemi_n_troll.dbr'
Kelpie Circlet,MonsterInfrequent Epic,58.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_kelpie.dbr'
Rings of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_n_nerthusshaman.dbr'
Brimstone,Epic,12.0,ArmorJewelry_Ring,,TQ,u_n_brimstone.dbr,b'records\\item\\equipmentringu_n_brimstone.dbr'
Bronze Heart of Talos,Legendary,69.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\amuletu_l_002.dbr'
Jade Shuriken,Legendary,72.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_06.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_l_06.dbr'
Verdandi's Knots,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_l_03.dbr'
Hand of Kairos,Epic,16.0,WeaponMelee_Mace,,TQ,u_n_handofkairos.dbr,b'records\\item\\equipmentweapon\\clubu_n_handofkairos.dbr'
Rings of the Rhine,Epic,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_n_03.dbr'
Wandsworth Shield,Legendary,77.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_l_03.dbr'
Hesione's Golden Veil,Legendary,68.0,ArmorProtective_Head,,TQ,um_l_hesione'sgoldenveil.dbr,"b""records\\item\\equipmenthelmum_l_hesione'sgoldenveil.dbr"""
Kelpie Cuisse,MonsterInfrequent Normal,36.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_kelpie.dbr'
Moros Nyx,Legendary,68.0,WeaponMagical_Staff,,TQ,u_l_morosnyx.dbr,b'records\\item\\equipmentweapon\\staffu_l_morosnyx.dbr'
Lotus Blossom,Epic,28.0,ArmorJewelry_Amulet,,TQ,u_n_lotusblossom.dbr,b'records\\item\\equipmentamuletu_n_lotusblossom.dbr'
The Celtic Hounds,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_l_01.dbr'
Heartsong Armlets,Legendary,65.0,ArmorProtective_Forearm,,TQ,um_l_heartsongbracelet.dbr,b'records\\item\\equipmentarmbandum_l_heartsongbracelet.dbr'
Stonebinder's Cuffs,MonsterInfrequent Normal,12.0,ArmorProtective_Forearm,,TQ,mi_n_gorgonarcher.dbr,b'records\\item\\equipmentarmbandmi_n_gorgonarcher.dbr'
Ammit's Fang,Epic,45.0,WeaponMelee_Sword,,TQ,u_e_ammitsfang.dbr,b'records\\item\\equipmentweapon\\swordu_e_ammitsfang.dbr'
Prowler's Legguards,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentgreavesmi_l_tigermanmelee.dbr'
Might of Belenus ,Epic,12.0,WeaponMelee_Mace,,TQ,u_n_mightofbrennus.dbr,b'records\\item\\equipmentweapon\\clubu_n_mightofbrennus.dbr'
Khthonion Razor,MonsterInfrequent Epic,55.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_e_melinoe.dbr,b'records\\xpack\\item\\equipmentweapons\\swordmi_e_melinoe.dbr'
Vengeance,MonsterInfrequent Legendary,74.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/mi_l_gigantes.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldmi_l_gigantes.dbr'
Gaia's Revenge,Legendary,59.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\axeu_e_001.dbr'
Somatophylakes Plate,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_somatophylakesplate.dbr,b'records\\item\\equipmentarmoru_e_somatophylakesplate.dbr'
Shaman's Leggings,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_neanderthalmage.dbr,b'records\\item\\equipmentgreavesmi_l_neanderthalmage.dbr'
Revenant Gauntlets,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_goldenskeleton.dbr,b'records\\item\\equipmentarmbandmi_l_goldenskeleton.dbr'
Breastplate of the Sphinx,Epic,45.0,ArmorProtective_UpperBody,The Sphinx,TQ,us_e_thesphinx.dbr,b'records\\item\\equipmentarmorus_e_thesphinx.dbr'
Warlord's Helm,MonsterInfrequent Epic,52.0,ArmorProtective_Head,,TQ,mi_e_tigermanchampion.dbr,b'records\\item\\equipmenthelmmi_e_tigermanchampion.dbr'
Circlet of Storms,Epic,50.0,ArmorProtective_Head,Raiment of the Storm,TQ,usm_e_raimentofthestorm.dbr,b'records\\item\\equipmenthelmusm_e_raimentofthestorm.dbr'
Legendary Crystal of Erebus,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_erebancrystal.dbr,b'records\\xpack\\item\\charms03_act4_erebancrystal.dbr'
Stheno's Wisdom,MonsterInfrequent Legendary,65.0,ArmorProtective_Head,,TQ,mi_l_gorgon.dbr,b'records\\item\\equipmenthelmmi_l_gorgon.dbr'
Tracker's Gloves,Legendary,68.0,ArmorProtective_Forearm,Tracker's Armor,TQ,us_l_tracker'sarmor.dbr,"b""records\\item\\equipmentarmbandus_l_tracker'sarmor.dbr"""
Troll's Cutter,MonsterInfrequent Normal,35.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_n_troll.dbr'
The Fragile,Epic,26.0,ArmorJewelry_Ring,Ronzer's Gift,TQ,us_n_ronzer'sgift.dbr,"b""records\\item\\equipmentringus_n_ronzer'sgift.dbr"""
Essence of the Chill of Tartarus,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_chilloftartarus.dbr,b'records\\xpack\\item\\relics01_act4_chilloftartarus.dbr'
Lypikouri,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_lypikouri.dbr,b'records\\item\\equipmentweapon\\axeu_e_lypikouri.dbr'
Clasp Of The Mothers,Epic,37.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_n_03.dbr'
Arcane Formula ~ Morpheus' Dreamweb,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_morpheusdreamweb_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_da_morpheusdreamweb_formula.dbr'
Ebony Globe,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_ebonyglobe.dbr,b'records\\xpack\\item\\artifactse_la_ebonyglobe.dbr'
Shield of Permathryn,Legendary,56.0,WeaponArmor_Shield,Bane of the Karkinos,TQ Immortal Throne,xpack/us_e_003.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldus_e_003.dbr'
Hades' Aspis,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_hadesaspis.dbr,b'records\\item\\equipmentshieldu_l_hadesaspis.dbr'
Marauder's Bone Axe,MonsterInfrequent Epic,49.0,WeaponMelee_Axe,,TQ,mi_e_neanderthalmelee.dbr,b'records\\item\\equipmentweapon\\axemi_e_neanderthalmelee.dbr'
Hippocrates' Vest,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_hippocrates'vest.dbr,"b""records\\item\\equipmentarmoru_e_hippocrates'vest.dbr"""
Khthonion Spike,MonsterInfrequent Legendary,72.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_l_melinoe.dbr,b'records\\xpack\\item\\equipmentweapons\\spearmi_l_melinoe.dbr'
Alcyoneus' Mask,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_gigantesmelee02.dbr'
Incarnation of Dionysus' Wineskin,Common,,ItemRelic,,TQ,03_act1_dionysuswineskin.dbr,b'records\\item\\relics03_act1_dionysuswineskin.dbr'
Hermes' Talaria,Legendary,68.0,ArmorProtective_LowerBody,,TQ,u_l_hermes'talaria.dbr,"b""records\\item\\equipmentgreavesu_l_hermes'talaria.dbr"""
Shikigami,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_shikigami.dbr,b'records\\item\\equipmentweapon\\staffu_e_shikigami.dbr'
Crest of MuRong,Legendary,46.0,ArmorJewelry_Ring,,TQ,u_e_crestofmurong.dbr,b'records\\item\\equipmentringu_e_crestofmurong.dbr'
Stormraven Sword,MonsterInfrequent Normal,36.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_mercenary.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_n_mercenary.dbr'
Silentflight,Epic,28.0,WeaponHunting_Bow,,TQ,u_n_silentflight.dbr,b'records\\item\\equipmentweapon\\bowu_n_silentflight.dbr'
Necromancer's Leggings,Epic,12.0,ArmorProtective_LowerBody,Necromancer's Habiliment,TQ,usm_n_necromancer'shabiliment.dbr,"b""records\\item\\equipmentgreavesusm_n_necromancer'shabiliment.dbr"""
Embodiment of Epona's Horses,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_eponashorses.dbr,b'records\\xpack2\\item\\relics02_act5_eponashorses.dbr'
