Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Hector's Spear,Legendary,53.0,WeaponHunting_Spear,Hector's Bronze Armor,TQ,u_e_hector'sspear.dbr,records\item\equipmentweapon\spear\u_e_hector'sspear.dbr,u_e_hector'sspear.dbr,Original,Hectors_Spear_0
Star Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_starheart.dbr,records\xpack\item\artifacts\n_la_starheart.dbr,n_la_starheart.dbr,xpack,Star_Heart_0
Torso of Loki,Legendary,77.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentarmor\torso\u_l_02.dbr,u_l_02.dbr,xpack2,Torso_of_Loki_0
Alcyoneus’ Gauntlets,MonsterInfrequent Legendary,72.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,records\xpack\item\equipmentarmor\armband\mi_l_gigantesmelee02.dbr,mi_l_gigantesmelee02.dbr,xpack,Alcyoneus’_Gauntlets_1
Tyrvidar's Might,Epic,44.0,ArmorJewelry_Amulet,,TQ,u_e_tyrvidar'smight.dbr,records\item\equipmentamulet\u_e_tyrvidar'smight.dbr,u_e_tyrvidar'smight.dbr,Original,Tyrvidars_Might_0
Spectral Defender,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_spectraldefender.dbr,records\item\equipmentshield\u_l_spectraldefender.dbr,u_l_spectraldefender.dbr,Original,Spectral_Defender_0
Silver Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_la_silverheart.dbr,records\xpack\item\artifacts\l_la_silverheart.dbr,l_la_silverheart.dbr,xpack,Silver_Heart_0
Troll's Splitter,MonsterInfrequent Normal,35.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/mi_n_troll.dbr,records\xpack2\item\equipmentweapons\axe\mi_n_troll.dbr,mi_n_troll.dbr,xpack2,Trolls_Splitter_1
Kelpie Circlet,MonsterInfrequent Epic,58.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_kelpie.dbr,records\xpack2\item\equipmentarmor\helm\mi_e_kelpie.dbr,mi_e_kelpie.dbr,xpack2,Kelpie_Circlet_2
Rings of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,records\xpack2\item\equipmentarmor\armband\mi_n_nerthusshaman.dbr,mi_n_nerthusshaman.dbr,xpack2,Rings_of_the_Chosen_0
Brimstone,Epic,12.0,ArmorJewelry_Ring,,TQ,u_n_brimstone.dbr,records\item\equipmentring\u_n_brimstone.dbr,u_n_brimstone.dbr,Original,Brimstone_0
Bronze Heart of Talos,Legendary,69.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_l_002.dbr,records\xpack\item\equipmentarmor\amulet\u_l_002.dbr,u_l_002.dbr,xpack,Bronze_Heart_of_Talos_0
Jade Shuriken,Legendary,72.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_06.dbr,records\xpack2\item\equipmentweapons\1hranged\u_l_06.dbr,u_l_06.dbr,xpack2,Jade_Shuriken_0
Verdandi's Knots,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentarmor\armband\u_l_03.dbr,u_l_03.dbr,xpack2,Verdandis_Knots_0
Hand of Kairos,Epic,16.0,WeaponMelee_Mace,,TQ,u_n_handofkairos.dbr,records\item\equipmentweapon\club\u_n_handofkairos.dbr,u_n_handofkairos.dbr,Original,Hand_of_Kairos_0
Rings of the Rhine,Epic,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentweapons\shield\u_n_03.dbr,u_n_03.dbr,xpack2,Rings_of_the_Rhine_0
Wandsworth Shield,Legendary,77.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentweapons\shield\u_l_03.dbr,u_l_03.dbr,xpack2,Wandsworth_Shield_0
Hesione's Golden Veil,Legendary,68.0,ArmorProtective_Head,,TQ,um_l_hesione'sgoldenveil.dbr,records\item\equipmenthelm\um_l_hesione'sgoldenveil.dbr,um_l_hesione'sgoldenveil.dbr,Original,Hesiones_Golden_Veil_0
Kelpie Cuisse,MonsterInfrequent Normal,36.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_kelpie.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_kelpie.dbr,mi_n_kelpie.dbr,xpack2,Kelpie_Cuisse_0
Moros Nyx,Legendary,68.0,WeaponMagical_Staff,,TQ,u_l_morosnyx.dbr,records\item\equipmentweapon\staff\u_l_morosnyx.dbr,u_l_morosnyx.dbr,Original,Moros_Nyx_0
Lotus Blossom,Epic,28.0,ArmorJewelry_Amulet,,TQ,u_n_lotusblossom.dbr,records\item\equipmentamulet\u_n_lotusblossom.dbr,u_n_lotusblossom.dbr,Original,Lotus_Blossom_0
The Celtic Hounds,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_01.dbr,records\xpack2\item\equipmentarmor\armband\u_l_01.dbr,u_l_01.dbr,xpack2,The_Celtic_Hounds_0
Heartsong Armlets,Legendary,65.0,ArmorProtective_Forearm,,TQ,um_l_heartsongbracelet.dbr,records\item\equipmentarmband\um_l_heartsongbracelet.dbr,um_l_heartsongbracelet.dbr,Original,Heartsong_Armlets_0
Stonebinder's Cuffs,MonsterInfrequent Normal,12.0,ArmorProtective_Forearm,,TQ,mi_n_gorgonarcher.dbr,records\item\equipmentarmband\mi_n_gorgonarcher.dbr,mi_n_gorgonarcher.dbr,Original,Stonebinders_Cuffs_0
Ammit's Fang,Epic,45.0,WeaponMelee_Sword,,TQ,u_e_ammitsfang.dbr,records\item\equipmentweapon\sword\u_e_ammitsfang.dbr,u_e_ammitsfang.dbr,Original,Ammits_Fang_0
Prowler's Legguards,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_tigermanmelee.dbr,records\item\equipmentgreaves\mi_l_tigermanmelee.dbr,mi_l_tigermanmelee.dbr,Original,Prowlers_Legguards_1
Might of Belenus ,Epic,12.0,WeaponMelee_Mace,,TQ,u_n_mightofbrennus.dbr,records\item\equipmentweapon\club\u_n_mightofbrennus.dbr,u_n_mightofbrennus.dbr,Original,Might_of_Belenus__0
Khthonion Razor,MonsterInfrequent Epic,55.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_e_melinoe.dbr,records\xpack\item\equipmentweapons\sword\mi_e_melinoe.dbr,mi_e_melinoe.dbr,xpack,Khthonion_Razor_0
Vengeance,MonsterInfrequent Legendary,74.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/mi_l_gigantes.dbr,records\xpack\item\equipmentweapons\shield\mi_l_gigantes.dbr,mi_l_gigantes.dbr,xpack,Vengeance_1
Gaia's Revenge,Legendary,59.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_e_001.dbr,records\xpack\item\equipmentweapons\axe\u_e_001.dbr,u_e_001.dbr,xpack,Gaias_Revenge_0
Somatophylakes Plate,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_somatophylakesplate.dbr,records\item\equipmentarmor\u_e_somatophylakesplate.dbr,u_e_somatophylakesplate.dbr,Original,Somatophylakes_Plate_0
Shaman's Leggings,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_neanderthalmage.dbr,records\item\equipmentgreaves\mi_l_neanderthalmage.dbr,mi_l_neanderthalmage.dbr,Original,Shamans_Leggings_2
Revenant Gauntlets,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_goldenskeleton.dbr,records\item\equipmentarmband\mi_l_goldenskeleton.dbr,mi_l_goldenskeleton.dbr,Original,Revenant_Gauntlets_1
Breastplate of the Sphinx,Epic,45.0,ArmorProtective_UpperBody,The Sphinx,TQ,us_e_thesphinx.dbr,records\item\equipmentarmor\us_e_thesphinx.dbr,us_e_thesphinx.dbr,Original,Breastplate_of_the_Sphinx_0
Warlord's Helm,MonsterInfrequent Epic,52.0,ArmorProtective_Head,,TQ,mi_e_tigermanchampion.dbr,records\item\equipmenthelm\mi_e_tigermanchampion.dbr,mi_e_tigermanchampion.dbr,Original,Warlords_Helm_1
Circlet of Storms,Epic,50.0,ArmorProtective_Head,Raiment of the Storm,TQ,usm_e_raimentofthestorm.dbr,records\item\equipmenthelm\usm_e_raimentofthestorm.dbr,usm_e_raimentofthestorm.dbr,Original,Circlet_of_Storms_0
Legendary Crystal of Erebus,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_erebancrystal.dbr,records\xpack\item\charms\03_act4_erebancrystal.dbr,03_act4_erebancrystal.dbr,xpack,Legendary_Crystal_of_Erebus_0
Stheno's Wisdom,MonsterInfrequent Legendary,65.0,ArmorProtective_Head,,TQ,mi_l_gorgon.dbr,records\item\equipmenthelm\mi_l_gorgon.dbr,mi_l_gorgon.dbr,Original,Sthenos_Wisdom_1
Tracker's Gloves,Legendary,68.0,ArmorProtective_Forearm,Tracker's Armor,TQ,us_l_tracker'sarmor.dbr,records\item\equipmentarmband\us_l_tracker'sarmor.dbr,us_l_tracker'sarmor.dbr,Original,Trackers_Gloves_0
Troll's Cutter,MonsterInfrequent Normal,35.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_troll.dbr,records\xpack2\item\equipmentweapons\sword\mi_n_troll.dbr,mi_n_troll.dbr,xpack2,Trolls_Cutter_1
The Fragile,Epic,26.0,ArmorJewelry_Ring,Ronzer's Gift,TQ,us_n_ronzer'sgift.dbr,records\item\equipmentring\us_n_ronzer'sgift.dbr,us_n_ronzer'sgift.dbr,Original,The_Fragile_0
Essence of the Chill of Tartarus,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_chilloftartarus.dbr,records\xpack\item\relics\01_act4_chilloftartarus.dbr,01_act4_chilloftartarus.dbr,xpack,Essence_of_the_Chill_of_Tartarus_0
Lypikouri,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_lypikouri.dbr,records\item\equipmentweapon\axe\u_e_lypikouri.dbr,u_e_lypikouri.dbr,Original,Lypikouri_0
Clasp Of The Mothers,Epic,37.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentarmor\armband\u_n_03.dbr,u_n_03.dbr,xpack2,Clasp_Of_The_Mothers_0
Arcane Formula ~ Morpheus' Dreamweb,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_morpheusdreamweb_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_da_morpheusdreamweb_formula.dbr,l_da_morpheusdreamweb_formula.dbr,xpack,Arcane_Formula_~_Morpheus_Dreamweb_0
Ebony Globe,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_ebonyglobe.dbr,records\xpack\item\artifacts\e_la_ebonyglobe.dbr,e_la_ebonyglobe.dbr,xpack,Ebony_Globe_0
Shield of Permathryn,Legendary,56.0,WeaponArmor_Shield,Bane of the Karkinos,TQ Immortal Throne,xpack/us_e_003.dbr,records\xpack\item\equipmentweapons\shield\us_e_003.dbr,us_e_003.dbr,xpack,Shield_of_Permathryn_0
Hades' Aspis,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_hadesaspis.dbr,records\item\equipmentshield\u_l_hadesaspis.dbr,u_l_hadesaspis.dbr,Original,Hades_Aspis_0
Marauder's Bone Axe,MonsterInfrequent Epic,49.0,WeaponMelee_Axe,,TQ,mi_e_neanderthalmelee.dbr,records\item\equipmentweapon\axe\mi_e_neanderthalmelee.dbr,mi_e_neanderthalmelee.dbr,Original,Marauders_Bone_Axe_0
Hippocrates' Vest,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_hippocrates'vest.dbr,records\item\equipmentarmor\u_e_hippocrates'vest.dbr,u_e_hippocrates'vest.dbr,Original,Hippocrates_Vest_0
Khthonion Spike,MonsterInfrequent Legendary,72.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_l_melinoe.dbr,records\xpack\item\equipmentweapons\spear\mi_l_melinoe.dbr,mi_l_melinoe.dbr,xpack,Khthonion_Spike_2
Alcyoneus' Mask,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_gigantesmelee02.dbr,records\xpack\item\equipmentarmor\helm\mi_n_gigantesmelee02.dbr,mi_n_gigantesmelee02.dbr,xpack,Alcyoneus_Mask_1
Incarnation of Dionysus' Wineskin,Common,,ItemRelic,,TQ,03_act1_dionysuswineskin.dbr,records\item\relics\03_act1_dionysuswineskin.dbr,03_act1_dionysuswineskin.dbr,Original,Incarnation_of_Dionysus_Wineskin_0
Hermes' Talaria,Legendary,68.0,ArmorProtective_LowerBody,,TQ,u_l_hermes'talaria.dbr,records\item\equipmentgreaves\u_l_hermes'talaria.dbr,u_l_hermes'talaria.dbr,Original,Hermes_Talaria_0
Shikigami,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_shikigami.dbr,records\item\equipmentweapon\staff\u_e_shikigami.dbr,u_e_shikigami.dbr,Original,Shikigami_0
Crest of MuRong,Legendary,46.0,ArmorJewelry_Ring,,TQ,u_e_crestofmurong.dbr,records\item\equipmentring\u_e_crestofmurong.dbr,u_e_crestofmurong.dbr,Original,Crest_of_MuRong_0
Stormraven Sword,MonsterInfrequent Normal,36.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_mercenary.dbr,records\xpack2\item\equipmentweapons\sword\mi_n_mercenary.dbr,mi_n_mercenary.dbr,xpack2,Stormraven_Sword_1
Silentflight,Epic,28.0,WeaponHunting_Bow,,TQ,u_n_silentflight.dbr,records\item\equipmentweapon\bow\u_n_silentflight.dbr,u_n_silentflight.dbr,Original,Silentflight_0
Necromancer's Leggings,Epic,12.0,ArmorProtective_LowerBody,Necromancer's Habiliment,TQ,usm_n_necromancer'shabiliment.dbr,records\item\equipmentgreaves\usm_n_necromancer'shabiliment.dbr,usm_n_necromancer'shabiliment.dbr,Original,Necromancers_Leggings_0
Embodiment of Epona's Horses,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_eponashorses.dbr,records\xpack2\item\relics\02_act5_eponashorses.dbr,02_act5_eponashorses.dbr,xpack2,Embodiment_of_Eponas_Horses_0
Bone Bow,MonsterInfrequent Normal,36.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,records\xpack2\item\equipmentweapons\bow\mi_n_draugr.dbr,mi_n_draugr.dbr,xpack2,Bone_Bow_1
Megalesios' Seal,MonsterInfrequent Epic,43.0,ArmorProtective_Forearm,,TQ,mi_e_telkine.dbr,records\item\equipmentarmband\mi_e_telkine.dbr,mi_e_telkine.dbr,Original,Megalesios_Seal_0
Zealot's Maul,Epic,20.0,WeaponMelee_Mace,,TQ,u_n_zealot'smaul.dbr,records\item\equipmentweapon\club\u_n_zealot'smaul.dbr,u_n_zealot'smaul.dbr,Original,Zealots_Maul_0
Dvergr-Forged Longsword,MonsterInfrequent Normal,37.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_dvergr.dbr,records\xpack2\item\equipmentweapons\sword\mi_n_dvergr.dbr,mi_n_dvergr.dbr,xpack2,Dvergr_Forged_Longsword_0
Master Forge Armbands,MonsterInfrequent Epic,59.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_dvergrmelee.dbr,records\xpack2\item\equipmentarmor\armband\mi_e_dvergrmelee.dbr,mi_e_dvergrmelee.dbr,xpack2,Master_Forge_Armbands_0
Lupine Bracelet,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_jackalmanmage.dbr,records\item\equipmentarmband\mi_l_jackalmanmage.dbr,mi_l_jackalmanmage.dbr,Original,Lupine_Bracelet_1
Bonebreaker Bracelets,MonsterInfrequent Legendary,76.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_troll.dbr,records\xpack2\item\equipmentarmor\armband\mi_l_troll.dbr,mi_l_troll.dbr,xpack2,Bonebreaker_Bracelets_0
Blastos Fotia,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_blastosfotia.dbr,records\item\equipmentweapon\staff\u_e_blastosfotia.dbr,u_e_blastosfotia.dbr,Original,Blastos_Fotia_0
Captain's Signet,Epic,24.0,ArmorJewelry_Ring,,TQ,u_n_captain'ssignet.dbr,records\item\equipmentring\u_n_captain'ssignet.dbr,u_n_captain'ssignet.dbr,Original,Captains_Signet_0
Myrmigki Crown,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_formicidmage01.dbr,records\xpack\item\equipmentarmor\helm\mi_n_formicidmage01.dbr,mi_n_formicidmage01.dbr,xpack,Myrmigki_Crown_0
Thresher,Epic,16.0,WeaponMelee_Axe,,TQ,u_n_thresher.dbr,records\item\equipmentweapon\axe\u_n_thresher.dbr,u_n_thresher.dbr,Original,Thresher_0
Reflection,Epic,33.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_n_002.dbr,records\xpack\item\equipmentarmor\ring\u_n_002.dbr,u_n_002.dbr,xpack,Reflection_0
Icescale Guards,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,records\xpack2\item\equipmentarmor\greaves\mi_n_fjordmelee.dbr,mi_n_fjordmelee.dbr,xpack2,Icescale_Guards_0
Poseidon's Net,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_poseidonsnet.dbr,records\xpack\item\artifacts\e_da_poseidonsnet.dbr,e_da_poseidonsnet.dbr,xpack,Poseidons_Net_0
Ao-Chin's Red Cap,Epic,52.0,ArmorProtective_Head,,TQ,u_e_ao-chin'sredcap.dbr,records\item\equipmenthelm\u_e_ao-chin'sredcap.dbr,u_e_ao-chin'sredcap.dbr,Original,Ao_Chins_Red_Cap_0
Dark Justice of Tartarus,Legendary,68.0,ArmorProtective_Head,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,records\item\equipmenthelm\us_l_eternalwardoftartarus.dbr,us_l_eternalwardoftartarus.dbr,Original,Dark_Justice_of_Tartarus_0
Anaplekte's Skullcap,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_keresmelee.dbr,records\xpack\item\equipmentarmor\helm\mi_n_keresmelee.dbr,mi_n_keresmelee.dbr,xpack,Anaplektes_Skullcap_1
Druid's Bracelet,Epic,42.0,ArmorProtective_Forearm,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,records\item\equipmentarmband\usm_e_habilimentsofthedruid.dbr,usm_e_habilimentsofthedruid.dbr,Original,Druids_Bracelet_0
Triteia's Coral Crown,MonsterInfrequent Legendary,75.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_merfolk.dbr,records\xpack2\item\equipmentarmor\helm\mi_l_merfolk.dbr,mi_l_merfolk.dbr,xpack2,Triteias_Coral_Crown_0
Dreamweaver's Rod,Epic,56.0,WeaponMagical_Staff,Dreamweaver's Regalia,TQ Immortal Throne,xpack/usm_e_001.dbr,records\xpack\item\equipmentweapons\staff\usm_e_001.dbr,usm_e_001.dbr,xpack,Dreamweavers_Rod_0
Mark of Ares,Legendary,59.0,ArmorJewelry_Ring,,TQ,u_l_markofares.dbr,records\item\equipmentring\u_l_markofares.dbr,u_l_markofares.dbr,Original,Mark_of_Ares_0
Lethargy,Epic,49.0,ArmorProtective_Forearm,,TQ,um_e_lethargy.dbr,records\item\equipmentarmband\um_e_lethargy.dbr,um_e_lethargy.dbr,Original,Lethargy_0
Heart of the Mountain,Epic,8.0,ArmorProtective_UpperBody,,TQ,u_n_heartofthemountain.dbr,records\item\equipmentarmor\u_n_heartofthemountain.dbr,u_n_heartofthemountain.dbr,Original,Heart_of_the_Mountain_0
Blacksteel Greaves,MonsterInfrequent Legendary,79.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_eldjotun.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_eldjotun.dbr,mi_l_eldjotun.dbr,xpack2,Blacksteel_Greaves_0
Master Forge Greaves,MonsterInfrequent Legendary,78.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_dvergrmelee.dbr,mi_l_dvergrmelee.dbr,xpack2,Master_Forge_Greaves_1
Essence of Yen-Lo-Wang's Bloodletting,Common,,ItemRelic,,TQ,01_act3_yenlowangsbloodletting.dbr,records\item\relics\01_act3_yenlowangsbloodletting.dbr,01_act3_yenlowangsbloodletting.dbr,Original,Essence_of_Yen_Lo_Wangs_Bloodletting_0
Sorrowbringer,Epic,39.0,WeaponMelee_Mace,,TQ,u_e_sorrowbringer.dbr,records\item\equipmentweapon\club\u_e_sorrowbringer.dbr,u_e_sorrowbringer.dbr,Original,Sorrowbringer_0
Protean Armor,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_proteanarmor.dbr,records\item\equipmentarmor\u_e_proteanarmor.dbr,u_e_proteanarmor.dbr,Original,Protean_Armor_0
Einherjar's Fate,MonsterInfrequent Epic,59.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,records\xpack2\item\equipmentweapons\sword\mi_e_einherjar.dbr,mi_e_einherjar.dbr,xpack2,Einherjars_Fate_1
Hervor's Fine Steel,Legendary,79.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_l_02.dbr,records\xpack2\item\equipmentarmor\greaves\u_l_02.dbr,u_l_02.dbr,xpack2,Hervors_Fine_Steel_0
Embodiment of the Shade of Hector,Common,,ItemRelic,,TQ Immortal Throne,xpack/02_act4_shadeofhektor.dbr,records\xpack\item\relics\02_act4_shadeofhektor.dbr,02_act4_shadeofhektor.dbr,xpack,Embodiment_of_the_Shade_of_Hector_0
Ichaival,Legendary,79.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_l_01.dbr,records\xpack2\item\equipmentweapons\bow\u_l_01.dbr,u_l_01.dbr,xpack2,Ichaival_0
Bandari's Greaves,MonsterInfrequent Normal,26.0,ArmorProtective_LowerBody,,TQ,mi_n_bandari.dbr,records\item\equipmentgreaves\mi_n_bandari.dbr,mi_n_bandari.dbr,Original,Bandaris_Greaves_2
Shield of the Restless King,MonsterInfrequent Epic,58.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,records\xpack2\item\equipmentweapons\shield\mi_e_draugr.dbr,mi_e_draugr.dbr,xpack2,Shield_of_the_Restless_King_1
Pangu's Axe,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_pangu'saxe.dbr,records\item\equipmentweapon\axe\u_e_pangu'saxe.dbr,u_e_pangu'saxe.dbr,Original,Pangus_Axe_0
Fu Xi's Armored Chest,Epic,49.0,ArmorProtective_UpperBody,Legend of Fu Xi,TQ,us_e_legendoffuxi.dbr,records\item\equipmentarmor\us_e_legendoffuxi.dbr,us_e_legendoffuxi.dbr,Original,Fu_Xis_Armored_Chest_0
Bandari's Bracers,MonsterInfrequent Normal,26.0,ArmorProtective_Forearm,,TQ,mi_n_bandari.dbr,records\item\equipmentarmband\mi_n_bandari.dbr,mi_n_bandari.dbr,Original,Bandaris_Bracers_0
Detective's Spats,Epic,50.0,ArmorProtective_LowerBody,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,records\xpack\item\equipmentarmor\greaves\z_sleuth01.dbr,z_sleuth01.dbr,xpack,Detectives_Spats_0
Revenant Plate,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_goldenskeleton.dbr,records\item\equipmentarmor\mi_l_goldenskeleton.dbr,mi_l_goldenskeleton.dbr,Original,Revenant_Plate_0
Deathwing Helmet,MonsterInfrequent Normal,16.0,ArmorProtective_Head,,TQ,mi_n_deserthag.dbr,records\item\equipmenthelm\mi_n_deserthag.dbr,mi_n_deserthag.dbr,Original,Deathwing_Helmet_0
Astrapi,Legendary,59.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/u_e_002.dbr,records\xpack\item\equipmentweapons\bow\u_e_002.dbr,u_e_002.dbr,xpack,Astrapi_0
Ebon Greatshield,Legendary,50.0,WeaponArmor_Shield,,TQ,u_e_ebongreatshield.dbr,records\item\equipmentshield\u_e_ebongreatshield.dbr,u_e_ebongreatshield.dbr,Original,Ebon_Greatshield_0
Royal Cavalryman's Boots,Epic,33.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/u_n_002.dbr,records\xpack\item\equipmentarmor\greaves\u_n_002.dbr,u_n_002.dbr,xpack,Royal_Cavalrymans_Boots_0
Mark of the Overlord,Legendary,56.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_e_002.dbr,records\xpack\item\equipmentarmor\ring\u_e_002.dbr,u_e_002.dbr,xpack,Mark_of_the_Overlord_0
The Fleeting Memory,Legendary,60.0,ArmorProtective_Head,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,records\xpack2\item\equipmentarmor\helm\usm_e_shade.dbr,usm_e_shade.dbr,xpack2,The_Fleeting_Memory_0
Adept's Leggings,Epic,49.0,ArmorProtective_LowerBody,Adept's Regalia,TQ,usm_e_adept'sregalia.dbr,records\item\equipmentgreaves\usm_e_adept'sregalia.dbr,usm_e_adept'sregalia.dbr,Original,Adepts_Leggings_0
Golden Shield of Pelaron,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_goldenshieldofpelaran.dbr,records\item\equipmentshield\u_l_goldenshieldofpelaran.dbr,u_l_goldenshieldofpelaran.dbr,Original,Golden_Shield_of_Pelaron_0
Exotic Armguard,MonsterInfrequent Epic,48.0,ArmorProtective_Forearm,,TQ,mi_e_tropicalarachnos.dbr,records\item\equipmentarmband\mi_e_tropicalarachnos.dbr,mi_e_tropicalarachnos.dbr,Original,Exotic_Armguard_0
Shield of the Shades,Legendary,60.0,WeaponArmor_Shield,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,records\xpack2\item\equipmentweapons\shield\usm_e_shade.dbr,usm_e_shade.dbr,xpack2,Shield_of_the_Shades_0
Ancile,Legendary,62.0,WeaponArmor_Shield,,TQ,u_l_ancile.dbr,records\item\equipmentshield\u_l_ancile.dbr,u_l_ancile.dbr,Original,Ancile_0
Dreamweaver's Crown,Epic,56.0,ArmorProtective_Head,Dreamweaver's Regalia,TQ Immortal Throne,xpack/usm_e_001.dbr,records\xpack\item\equipmentarmor\helm\usm_e_001.dbr,usm_e_001.dbr,xpack,Dreamweavers_Crown_0
Companion's Guard,Epic,12.0,WeaponArmor_Shield,,TQ,u_n_companion'sguard.dbr,records\item\equipmentshield\u_n_companion'sguard.dbr,u_n_companion'sguard.dbr,Original,Companions_Guard_0
Memnon's Trust,Epic,39.0,WeaponMelee_Sword,Memnon's Raiment,TQ,us_e_memnon'sraiment.dbr,records\item\equipmentweapon\sword\us_e_memnon'sraiment.dbr,us_e_memnon'sraiment.dbr,Original,Memnons_Trust_0
Vestment of the Pythia,Epic,39.0,ArmorProtective_UpperBody,Robes of the Pythia,TQ,um_e_pythia'svestment.dbr,records\item\equipmentarmor\um_e_pythia'svestment.dbr,um_e_pythia'svestment.dbr,Original,Vestment_of_the_Pythia_0
Windswept Greaves,MonsterInfrequent Epic,47.0,ArmorProtective_LowerBody,,TQ,mi_e_duneraider.dbr,records\item\equipmentgreaves\mi_e_duneraider.dbr,mi_e_duneraider.dbr,Original,Windswept_Greaves_0
