dbr,id,isit,isr,isatl,find
xpack3\items\equipmentarmor\greaves\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_coralguardianmage.dbr,x3tagMICoralGuardianTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_coralguardianmelee.dbr,x3tagMICoralGuardianTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_coralguardian.dbr,x3tagMICoralGuardianAxe,true,false,true,
xpack3\items\equipmentweapon\bow\mi_l_coralguardian.dbr,x3tagMICoralGuardianBow,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_coralguardian.dbr,x3tagMICoralGuardianClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_coralguardian.dbr,x3tagMICoralGuardianShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_coralguardian.dbr,x3tagMICoralGuardianSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_coralguardian.dbr,x3tagMICoralGuardianSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_coralguardian_fire.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_coralguardian_frost.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_coralguardian_lightning.dbr,x3tagMICoralGuardianStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmage.dbr,x3tagMIEmbalmedPriestTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmelee.dbr,x3tagMIEmbalmedPriestTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestAxe,true,false,true,
xpack3\items\equipmentweapon\bow\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestBow,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestClub,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_embalmedpriest.dbr,x3tagMIEmbalmedPriestSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_fire.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_frost.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_embalmedpriest_lightning.dbr,x3tagMIEmbalmedPriestStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_hesperidemage.dbr,x3tagMIHesperideArmsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_hesperidemage.dbr,x3tagMIHesperideHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_hesperidemage.dbr,x3tagMIHesperideTorsoCaster,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_hesperide.dbr,x3tagMIHesperideAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_hesperide.dbr,x3tagMIHesperideClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_hesperide.dbr,x3tagMIHesperideShield,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_hesperide.dbr,x3tagMIHesperideSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_hesperide_fire.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_hesperide_frost.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_hesperide_lightning.dbr,x3tagMIHesperideStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_monkeymanmage.dbr,x3tagMILibyanSatyrArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_monkeymanmage.dbr,x3tagMILibyanSatyrLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_monkeymanmage.dbr,x3tagMILibyanSatyrHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_monkeymanmage.dbr,x3tagMILibyanSatyrTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_monkeymanmelee.dbr,x3tagMILibyanSatyrArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_monkeymanmelee.dbr,x3tagMILibyanSatyrLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_monkeymanmelee.dbr,x3tagMILibyanSatyrHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_monkeymanmelee.dbr,x3tagMILibyanSatyrTorso,true,false,true,
xpack3\items\equipmentweapon\1hranged\mi_l_monkeyman.dbr,x3tagMILibyanSatyr1HR,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_monkeyman.dbr,x3tagMILibyanSatyrAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_monkeyman.dbr,x3tagMILibyanSatyrClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_monkeyman.dbr,x3tagMILibyanSatyrShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_monkeyman.dbr,x3tagMILibyanSatyrSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_monkeyman.dbr,x3tagMILibyanSatyrSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_monkeyman_fire.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_monkeyman_frost.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_monkeyman_lightning.dbr,x3tagMILibyanSatyrStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_potamoimagemage.dbr,x3tagMIPotamoiMageArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_potamoimagemage.dbr,x3tagMIPotamoiMageLegsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_potamoimagemage.dbr,x3tagMIPotamoiMageHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_potamoimagemage.dbr,x3tagMIPotamoiMageTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_potamoiwarriormelee.dbr,x3tagMIPotamoiWarriorTorso,true,false,true,
xpack3\items\equipmentweapon\1hranged\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarrior1HR,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarriorAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarriorClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarriorShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_potamoiwarrior.dbr,x3tagMIPotamoiWarriorSword,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_serpentoidmage.dbr,x3tagMISerpentoidArmsCaster,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_serpentoidmage.dbr,x3tagMISerpentoidLegsCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_serpentoidmage.dbr,x3tagMISerpentoidTorsoCaster,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_serpentoidmelee.dbr,x3tagMISerpentoidArms,true,false,true,
xpack3\items\equipmentarmor\greaves\mi_l_serpentoidmelee.dbr,x3tagMISerpentoidLegs,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_serpentoidmelee.dbr,x3tagMISerpentoidHead,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_serpentoidmelee.dbr,x3tagMISerpentoidTorso,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_serpentoid.dbr,x3tagMISerpentoidAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_serpentoid.dbr,x3tagMISerpentoidClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_serpentoid.dbr,x3tagMISerpentoidShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_serpentoid.dbr,x3tagMISerpentoidSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_serpentoid.dbr,x3tagMISerpentoidSword,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_serpentoid_fire.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_serpentoid_frost.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentweapon\staff\mi_l_serpentoid_lightning.dbr,x3tagMISerpentoidStaff,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_tritonwarriormelee.dbr,x3tagMITritonWarriorArms,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_tritonwarriormelee.dbr,x3tagMITritonWarriorTorso,true,false,true,
xpack3\items\equipmentarmor\armband\mi_l_tritonwitchmage.dbr,x3tagMITritonWitchArmsCaster,true,false,true,
xpack3\items\equipmentarmor\helm\mi_l_tritonwitchmage.dbr,x3tagMITritonWitchHeadCaster,true,false,true,
xpack3\items\equipmentarmor\torso\mi_l_tritonwitchmage.dbr,x3tagMITritonWitchTorsoCaster,true,false,true,
xpack3\items\equipmentweapon\axe\mi_l_tritonwarrior.dbr,x3tagMITritonWarriorAxe,true,false,true,
xpack3\items\equipmentweapon\club\mi_l_tritonwarrior.dbr,x3tagMITritonWarriorClub,true,false,true,
xpack3\items\equipmentweapon\shield\mi_l_tritonwarrior.dbr,x3tagMITritonWarriorShield,true,false,true,
xpack3\items\equipmentweapon\spear\mi_l_tritonwarrior.dbr,x3tagMITritonWarriorSpear,true,false,true,
xpack3\items\equipmentweapon\sword\mi_l_tritonwarrior.dbr,x3tagMITritonWarriorSword,true,false,true,
item\relics\01_act1_aegisofathena.dbr,tagRelicName004,false,false,false,@level04$: @act01$
item\relics\01_act1_archimedesmirror.dbr,tagRelicName011,false,false,false,@level04$: @act01$
item\relics\01_act1_artemisbowstring.dbr,tagRelicName003,false,false,false,@level04$: @act01$
item\relics\01_act1_dionysuswineskin.dbr,tagRelicName008,false,false,false,@level04$: @act01$
item\relics\01_act1_goldenfleece.dbr,tagRelicName007,false,false,false,@level04$: @act01$
item\relics\01_act1_hecatescrescent.dbr,tagRelicName006,false,false,false,@level04$: @act01$
item\relics\01_act1_heraclesmight.dbr,tagRelicName010,false,false,false,@level04$: @act01$
item\relics\01_act1_hermessandal.dbr,tagRelicName009,false,false,false,@level04$: @act01$
item\relics\01_act1_prometheusflame.dbr,tagRelicName005,false,false,false,@level04$: @act01$
item\relics\01_act1_valorofachilles.dbr,tagRelicName002,false,false,false,@level04$: @act01$
item\relics\01_act1_zeusthunderbolt.dbr,tagRelicName001,false,false,false,@level04$: @act01$
item\relics\01_act2_amunrasglory.dbr,tagRelicName037,false,false,false,@level04$: @act02$
item\relics\01_act2_ankhofisis.dbr,tagRelicName036,false,false,false,@level04$: @act02$
item\relics\01_act2_anubiswrath.dbr,tagRelicName035,false,false,false,@level04$: @act02$
item\relics\01_act2_djedofosiris.dbr,tagRelicName038,false,false,false,@level04$: @act02$
item\relics\01_act2_setsbetrayal.dbr,tagRelicName034,false,false,false,@level04$: @act02$
item\relics\01_act2_udjatofhorus.dbr,tagRelicName039,false,false,false,@level04$: @act02$
item\relics\01_act3_codeofhammurabi.dbr,tagRelicName057,false,false,false,@level04$: @act03$
item\relics\01_act3_dragonkingsdomain.dbr,tagRelicName058,false,false,false,@level04$: @act03$
item\relics\01_act3_guanyusgrace.dbr,tagRelicName053,false,false,false,@level04$: @act03$
item\relics\01_act3_jadeemperorsserenity.dbr,tagRelicName055,false,false,false,@level04$: @act03$
item\relics\01_act3_linezhasguile.dbr,tagRelicName052,false,false,false,@level04$: @act03$
item\relics\01_act3_monkeykingstrickery.dbr,tagRelicName054,false,false,false,@level04$: @act03$
item\relics\01_act3_shennongsdarkmedicine.dbr,tagRelicName059,false,false,false,@level04$: @act03$
item\relics\01_act3_yenlowangsbloodletting.dbr,tagRelicName056,false,false,false,@level04$: @act03$
xpack\item\relics\01_act4_bladeofthanatos.dbr,xtagRelicName003,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_chilloftartarus.dbr,xtagRelicName004,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_cunningofoddyseus.dbr,xtagRelicName002,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_ironwillofajax.dbr,xtagRelicName005,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_persephonestears.dbr,xtagRelicName001,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_rageofares.dbr,xtagRelicName006,true,false,false,@level04$: @act04$
xpack\item\relics\01_act4_shadeofhektor.dbr,xtagRelicName007,true,false,false,@level04$: @act04$
xpack2\item\relics\01_act5_cernunnosmajesty.dbr,x2tagRelicName001,true,true,false,
xpack2\item\relics\01_act5_donarshammer.dbr,x2tagRelicName002,true,true,false,
xpack2\item\relics\01_act5_eponashorses.dbr,x2tagRelicName003,true,true,false,
xpack2\item\relics\01_act5_lightofbelenus.dbr,x2tagRelicName004,true,true,false,
xpack2\item\relics\01_act5_nerthusmistletoe.dbr,x2tagRelicName009,true,true,false,
xpack2\item\relics\01_act5_ogmioseloquence.dbr,x2tagRelicName005,true,true,false,
xpack2\item\relics\01_act5_sigurdscourage.dbr,x2tagRelicName006,true,true,false,
xpack2\item\relics\01_act5_stewofeldhrimnir.dbr,x2tagRelicName007,true,true,false,
xpack2\item\relics\01_act5_wodanswisdom.dbr,x2tagRelicName008,true,true,false,
xpack3\items\relics\01_x3_atlasendurance.dbr,x3tag_shard01,true,false,true,@level04$: @act07$
xpack3\items\relics\01_x3_hesperides.dbr,x3tag_shard02,true,false,true,@level04$: @act07$
xpack3\items\relics\01_x3_okeanos.dbr,x3tag_shard03,true,false,true,@level04$: @act07$
xpack3\items\relics\01_x3_poseidonstrident.dbr,x3tag_shard04,true,false,true,@level04$: @act07$
item\relics\02_act1_aegisofathena.dbr,tagRelicName015,false,false,false,@level05$: @act01$
item\relics\02_act1_archimedesmirror.dbr,tagRelicName022,false,false,false,@level05$: @act01$
item\relics\02_act1_artemisbowstring.dbr,tagRelicName014,false,false,false,@level05$: @act01$
item\relics\02_act1_dionysuswineskin.dbr,tagRelicName019,false,false,false,@level05$: @act01$
item\relics\02_act1_goldenfleece.dbr,tagRelicName018,false,false,false,@level05$: @act01$
item\relics\02_act1_hecatescrescent.dbr,tagRelicName017,false,false,false,@level05$: @act01$
item\relics\02_act1_heraclesmight.dbr,tagRelicName021,false,false,false,@level05$: @act01$
item\relics\02_act1_hermessandal.dbr,tagRelicName020,false,false,false,@level05$: @act01$
item\relics\02_act1_prometheusflame.dbr,tagRelicName016,false,false,false,@level05$: @act01$
item\relics\02_act1_valorofachilles.dbr,tagRelicName013,false,false,false,@level05$: @act01$
item\relics\02_act1_zeusthunderbolt.dbr,tagRelicName012,false,false,false,@level05$: @act01$
item\relics\02_act2_amunrasglory.dbr,tagRelicName043,false,false,false,@level05$: @act02$
item\relics\02_act2_ankhofisis.dbr,tagRelicName042,false,false,false,@level05$: @act02$
item\relics\02_act2_anubiswrath.dbr,tagRelicName041,false,false,false,@level05$: @act02$
item\relics\02_act2_djedofosiris.dbr,tagRelicName044,false,false,false,@level05$: @act02$
item\relics\02_act2_setsbetrayal.dbr,tagRelicName040,false,false,false,@level05$: @act02$
item\relics\02_act2_udjatofhorus.dbr,tagRelicName045,false,false,false,@level05$: @act02$
item\relics\02_act3_codeofhammurabi.dbr,tagRelicName065,false,false,false,@level05$: @act03$
item\relics\02_act3_dragonkingsdomain.dbr,tagRelicName066,false,false,false,@level05$: @act03$
item\relics\02_act3_guanyusgrace.dbr,tagRelicName061,false,false,false,@level05$: @act03$
item\relics\02_act3_jadeemperorsserenity.dbr,tagRelicName063,false,false,false,@level05$: @act03$
item\relics\02_act3_linezhasguile.dbr,tagRelicName060,false,false,false,@level05$: @act03$
item\relics\02_act3_monkeykingstrickery.dbr,tagRelicName062,false,false,false,@level05$: @act03$
item\relics\02_act3_shennongsdarkmedicine.dbr,tagRelicName067,false,false,false,@level05$: @act03$
item\relics\02_act3_yenlowangsbloodletting.dbr,tagRelicName064,false,false,false,@level05$: @act03$
xpack\item\relics\02_act4_bladeofthanatos.dbr,xtagRelicName010,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_chilloftartarus.dbr,xtagRelicName011,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_cunningofoddyseus.dbr,xtagRelicName009,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_ironwillofajax.dbr,xtagRelicName012,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_persephonestears.dbr,xtagRelicName008,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_rageofares.dbr,xtagRelicName013,true,false,false,@level05$: @act04$
xpack\item\relics\02_act4_shadeofhektor.dbr,xtagRelicName014,true,false,false,@level05$: @act04$
xpack2\item\relics\02_act5_cernunnosmajesty.dbr,x2tagRelicName010,true,true,false,
xpack2\item\relics\02_act5_donarshammer.dbr,x2tagRelicName011,true,true,false,
xpack2\item\relics\02_act5_eponashorses.dbr,x2tagRelicName012,true,true,false,
xpack2\item\relics\02_act5_lightofbelenus.dbr,x2tagRelicName013,true,true,false,
xpack2\item\relics\02_act5_ogmioseloquence.dbr,x2tagRelicName014,true,true,false,
xpack2\item\relics\02_act5_sigurdscourage.dbr,x2tagRelicName015,true,true,false,
xpack2\item\relics\02_act5_stewofeldhrimnir.dbr,x2tagRelicName016,true,true,false,
xpack2\item\relics\02_act5_wodanswisdom.dbr,x2tagRelicName017,true,true,false,
xpack3\items\relics\02_x3_atlasendurance.dbr,x3tag_shard01_e,true,false,true,@level05$: @act07$
xpack3\items\relics\02_x3_hesperides.dbr,x3tag_shard02_e,true,false,true,@level05$: @act07$
xpack3\items\relics\02_x3_okeanos.dbr,x3tag_shard03_e,true,false,true,@level05$: @act07$
xpack3\items\relics\02_x3_poseidonstrident.dbr,x3tag_shard04_e,true,false,true,@level05$: @act07$
item\relics\03_act1_aegisofathena.dbr,tagRelicName026,false,false,false,@level06$: @act01$
item\relics\03_act1_archimedesmirror.dbr,tagRelicName033,false,false,false,@level06$: @act01$
item\relics\03_act1_artemisbowstring.dbr,tagRelicName025,false,false,false,@level06$: @act01$
item\relics\03_act1_dionysuswineskin.dbr,tagRelicName030,false,false,false,@level06$: @act01$
item\relics\03_act1_goldenfleece.dbr,tagRelicName029,false,false,false,@level06$: @act01$
item\relics\03_act1_hecatescrescent.dbr,tagRelicName028,false,false,false,@level06$: @act01$
item\relics\03_act1_heraclesmight.dbr,tagRelicName032,false,false,false,@level06$: @act01$
item\relics\03_act1_hermessandal.dbr,tagRelicName031,false,false,false,@level06$: @act01$
item\relics\03_act1_prometheusflame.dbr,tagRelicName027,false,false,false,@level06$: @act01$
item\relics\03_act1_valorofachilles.dbr,tagRelicName024,false,false,false,@level06$: @act01$
item\relics\03_act1_zeusthunderbolt.dbr,tagRelicName023,false,false,false,@level06$: @act01$
item\relics\03_act2_amunrasglory.dbr,tagRelicName049,false,false,false,@level06$: @act02$
item\relics\03_act2_ankhofisis.dbr,tagRelicName048,false,false,false,@level06$: @act02$
item\relics\03_act2_anubiswrath.dbr,tagRelicName047,false,false,false,@level06$: @act02$
item\relics\03_act2_djedofosiris.dbr,tagRelicName050,false,false,false,@level06$: @act02$
item\relics\03_act2_setsbetrayal.dbr,tagRelicName046,false,false,false,@level06$: @act02$
item\relics\03_act2_udjatofhorus.dbr,tagRelicName051,false,false,false,@level06$: @act02$
item\relics\03_act3_codeofhammurabi.dbr,tagRelicName073,false,false,false,@level06$: @act03$
item\relics\03_act3_dragonkingsdomain.dbr,tagRelicName074,false,false,false,@level06$: @act03$
item\relics\03_act3_guanyusgrace.dbr,tagRelicName069,false,false,false,@level06$: @act03$
item\relics\03_act3_jadeemperorsserenity.dbr,tagRelicName071,false,false,false,@level06$: @act03$
item\relics\03_act3_linezhasguile.dbr,tagRelicName068,false,false,false,@level06$: @act03$
item\relics\03_act3_monkeykingstrickery.dbr,tagRelicName070,false,false,false,@level06$: @act03$
item\relics\03_act3_shennongsdarkmedicine.dbr,tagRelicName075,false,false,false,@level06$: @act03$
item\relics\03_act3_yenlowangsbloodletting.dbr,tagRelicName072,false,false,false,@level06$: @act03$
xpack\item\relics\03_act4_bladeofthanatos.dbr,xtagRelicName017,true,false,false,@level06$: @act04$
xpack\item\relics\03_act4_chilloftartarus.dbr,xtagRelicName018,true,false,false,@level06$: @act04$
xpack\item\relics\03_act4_cunningofoddyseus.dbr,xtagRelicName016,true,false,false,@level06$: @act04$
xpack\item\relics\03_act4_ironwillofajax.dbr,xtagRelicName019,true,false,false,@level06$: @act04$
xpack\item\relics\03_act4_persephonestears.dbr,xtagRelicName015,true,false,false,@level06$: @act04$
