,Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
649,Shroud of Ker,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_keresmage.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_keresmage.dbr'
650,Kelpie Circlet,MonsterInfrequent Legendary,77.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_kelpie.dbr'
651,Porphyrion's Breastplate,MonsterInfrequent Legendary,71.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_gigantesmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_gigantesmelee.dbr'
652,Blackguard,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_blackguard.dbr,b'records\\item\\equipmentarmoru_e_blackguard.dbr'
653,Prostasia,Epic,36.0,ArmorJewelry_Ring,,TQ,u_e_prostasia.dbr,b'records\\item\\equipmentringu_e_prostasia.dbr'
654,Rod of the Ancients,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_rodoftheancients.dbr,b'records\\item\\equipmentweapon\\staffu_e_rodoftheancients.dbr'
655,Alke,Legendary,50.0,ArmorJewelry_Ring,Gladiator's Creed,TQ,us_e_gladiator'screed01.dbr,"b""records\\item\\equipmentringus_e_gladiator'screed01.dbr"""
656,Sprig,MonsterInfrequent Epic,53.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_e_anteok.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_e_anteok.dbr'
657,Blacksteel Bulwark,MonsterInfrequent Normal,38.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_n_eldjotun.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_n_eldjotun.dbr'
658,Epic Spiny Shell,Common,,ItemCharm,,TQ Immortal Throne,xpack/02_act4_spinyshell.dbr,b'records\\xpack\\item\\charms02_act4_spinyshell.dbr'
659,Myrmigki Leggings,MonsterInfrequent Epic,54.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_formicidmage01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_formicidmage01.dbr'
660,Ch'kra's Vestment,MonsterInfrequent Epic,55.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_formicidmage02.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_e_formicidmage02.dbr'
661,Skyfire Pendant,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_skyfirependant.dbr,b'records\\xpack\\item\\artifactsn_la_skyfirependant.dbr'
662,Waylayer's Jerkin,Epic,12.0,ArmorProtective_UpperBody,,TQ,u_n_waylayer'sjerkin.dbr,"b""records\\item\\equipmentarmoru_n_waylayer'sjerkin.dbr"""
663,Verdant Plate,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_verdantplate.dbr,b'records\\item\\equipmentarmoru_l_verdantplate.dbr'
664,Arcane Formula ~ Scroll of Oneiros,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_scrollofoneiros_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_la_scrollofoneiros_formula.dbr'
665,Folg,MonsterInfrequent Legendary,71.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_l_troglodyte.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_l_troglodyte.dbr'
666,Bone Greaves,Legendary,53.0,ArmorProtective_LowerBody,Bone Armor,TQ,us_e_bonearmor.dbr,b'records\\item\\equipmentgreavesus_e_bonearmor.dbr'
667,Prowler's Cuirass,MonsterInfrequent Legendary,69.0,ArmorProtective_UpperBody,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentarmormi_l_tigermanmelee.dbr'
668,Arcane Formula ~ Effigy of Skyfire,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_effigyofskyfire_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_effigyofskyfire_formula.dbr'
669,Huntsman's Barb,Epic,8.0,WeaponHunting_Spear,,TQ,u_n_huntsman'sbarb.dbr,"b""records\\item\\equipmentweapon\\spearu_n_huntsman'sbarb.dbr"""
670,Brigand's Bow,MonsterInfrequent Legendary,60.0,WeaponHunting_Bow,,TQ,mi_l_satyrbrigand.dbr,b'records\\item\\equipmentweapon\\bowmi_l_satyrbrigand.dbr'
671,Hector's Flashing Helm,Legendary,68.0,ArmorProtective_Head,Hector's Bronze Armor,TQ,u_l_hector'sflashinghelm.dbr,"b""records\\item\\equipmenthelmu_l_hector'sflashinghelm.dbr"""
672,Druidic Wreath,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_ga_druidicwreath.dbr,b'records\\xpack\\item\\artifactsn_ga_druidicwreath.dbr'
673,Hector's Spear,Legendary,53.0,WeaponHunting_Spear,Hector's Bronze Armor,TQ,u_e_hector'sspear.dbr,"b""records\\item\\equipmentweapon\\spearu_e_hector'sspear.dbr"""
674,Star Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_starheart.dbr,b'records\\xpack\\item\\artifactsn_la_starheart.dbr'
675,Torso of Loki,Legendary,77.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsou_l_02.dbr'
676,Alcyoneus’ Gauntlets,MonsterInfrequent Legendary,72.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_gigantesmelee02.dbr'
677,Tyrvidar's Might,Epic,44.0,ArmorJewelry_Amulet,,TQ,u_e_tyrvidar'smight.dbr,"b""records\\item\\equipmentamuletu_e_tyrvidar'smight.dbr"""
678,Spectral Defender,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_spectraldefender.dbr,b'records\\item\\equipmentshieldu_l_spectraldefender.dbr'
679,Silver Heart,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_la_silverheart.dbr,b'records\\xpack\\item\\artifactsl_la_silverheart.dbr'
680,Troll's Splitter,MonsterInfrequent Normal,35.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/mi_n_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\axemi_n_troll.dbr'
681,Kelpie Circlet,MonsterInfrequent Epic,58.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_kelpie.dbr'
682,Rings of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_n_nerthusshaman.dbr'
683,Brimstone,Epic,12.0,ArmorJewelry_Ring,,TQ,u_n_brimstone.dbr,b'records\\item\\equipmentringu_n_brimstone.dbr'
684,Bronze Heart of Talos,Legendary,69.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\amuletu_l_002.dbr'
685,Jade Shuriken,Legendary,72.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_l_06.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_l_06.dbr'
686,Verdandi's Knots,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_l_03.dbr'
687,Hand of Kairos,Epic,16.0,WeaponMelee_Mace,,TQ,u_n_handofkairos.dbr,b'records\\item\\equipmentweapon\\clubu_n_handofkairos.dbr'
688,Rings of the Rhine,Epic,37.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_n_03.dbr'
689,Wandsworth Shield,Legendary,77.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_l_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_l_03.dbr'
690,Hesione's Golden Veil,Legendary,68.0,ArmorProtective_Head,,TQ,um_l_hesione'sgoldenveil.dbr,"b""records\\item\\equipmenthelmum_l_hesione'sgoldenveil.dbr"""
691,Kelpie Cuisse,MonsterInfrequent Normal,36.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_kelpie.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_kelpie.dbr'
692,Moros Nyx,Legendary,68.0,WeaponMagical_Staff,,TQ,u_l_morosnyx.dbr,b'records\\item\\equipmentweapon\\staffu_l_morosnyx.dbr'
693,Lotus Blossom,Epic,28.0,ArmorJewelry_Amulet,,TQ,u_n_lotusblossom.dbr,b'records\\item\\equipmentamuletu_n_lotusblossom.dbr'
694,The Celtic Hounds,Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_l_01.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_l_01.dbr'
695,Heartsong Armlets,Legendary,65.0,ArmorProtective_Forearm,,TQ,um_l_heartsongbracelet.dbr,b'records\\item\\equipmentarmbandum_l_heartsongbracelet.dbr'
696,Stonebinder's Cuffs,MonsterInfrequent Normal,12.0,ArmorProtective_Forearm,,TQ,mi_n_gorgonarcher.dbr,b'records\\item\\equipmentarmbandmi_n_gorgonarcher.dbr'
697,Ammit's Fang,Epic,45.0,WeaponMelee_Sword,,TQ,u_e_ammitsfang.dbr,b'records\\item\\equipmentweapon\\swordu_e_ammitsfang.dbr'
698,Prowler's Legguards,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_tigermanmelee.dbr,b'records\\item\\equipmentgreavesmi_l_tigermanmelee.dbr'
699,Might of Belenus ,Epic,12.0,WeaponMelee_Mace,,TQ,u_n_mightofbrennus.dbr,b'records\\item\\equipmentweapon\\clubu_n_mightofbrennus.dbr'
700,Khthonion Razor,MonsterInfrequent Epic,55.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_e_melinoe.dbr,b'records\\xpack\\item\\equipmentweapons\\swordmi_e_melinoe.dbr'
701,Vengeance,MonsterInfrequent Legendary,74.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/mi_l_gigantes.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldmi_l_gigantes.dbr'
702,Gaia's Revenge,Legendary,59.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\axeu_e_001.dbr'
703,Somatophylakes Plate,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_somatophylakesplate.dbr,b'records\\item\\equipmentarmoru_e_somatophylakesplate.dbr'
704,Shaman's Leggings,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ,mi_l_neanderthalmage.dbr,b'records\\item\\equipmentgreavesmi_l_neanderthalmage.dbr'
705,Revenant Gauntlets,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_goldenskeleton.dbr,b'records\\item\\equipmentarmbandmi_l_goldenskeleton.dbr'
706,Breastplate of the Sphinx,Epic,45.0,ArmorProtective_UpperBody,The Sphinx,TQ,us_e_thesphinx.dbr,b'records\\item\\equipmentarmorus_e_thesphinx.dbr'
707,Warlord's Helm,MonsterInfrequent Epic,52.0,ArmorProtective_Head,,TQ,mi_e_tigermanchampion.dbr,b'records\\item\\equipmenthelmmi_e_tigermanchampion.dbr'
708,Circlet of Storms,Epic,50.0,ArmorProtective_Head,Raiment of the Storm,TQ,usm_e_raimentofthestorm.dbr,b'records\\item\\equipmenthelmusm_e_raimentofthestorm.dbr'
709,Legendary Crystal of Erebus,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_erebancrystal.dbr,b'records\\xpack\\item\\charms03_act4_erebancrystal.dbr'
710,Stheno's Wisdom,MonsterInfrequent Legendary,65.0,ArmorProtective_Head,,TQ,mi_l_gorgon.dbr,b'records\\item\\equipmenthelmmi_l_gorgon.dbr'
711,Tracker's Gloves,Legendary,68.0,ArmorProtective_Forearm,Tracker's Armor,TQ,us_l_tracker'sarmor.dbr,"b""records\\item\\equipmentarmbandus_l_tracker'sarmor.dbr"""
712,Troll's Cutter,MonsterInfrequent Normal,35.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_troll.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_n_troll.dbr'
713,The Fragile,Epic,26.0,ArmorJewelry_Ring,Ronzer's Gift,TQ,us_n_ronzer'sgift.dbr,"b""records\\item\\equipmentringus_n_ronzer'sgift.dbr"""
714,Essence of the Chill of Tartarus,Common,,ItemRelic,,TQ Immortal Throne,xpack/01_act4_chilloftartarus.dbr,b'records\\xpack\\item\\relics01_act4_chilloftartarus.dbr'
715,Lypikouri,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_lypikouri.dbr,b'records\\item\\equipmentweapon\\axeu_e_lypikouri.dbr'
716,Clasp Of The Mothers,Epic,37.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandu_n_03.dbr'
717,Arcane Formula ~ Morpheus' Dreamweb,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_morpheusdreamweb_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_da_morpheusdreamweb_formula.dbr'
718,Ebony Globe,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_ebonyglobe.dbr,b'records\\xpack\\item\\artifactse_la_ebonyglobe.dbr'
719,Shield of Permathryn,Legendary,56.0,WeaponArmor_Shield,Bane of the Karkinos,TQ Immortal Throne,xpack/us_e_003.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldus_e_003.dbr'
720,Hades' Aspis,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_hadesaspis.dbr,b'records\\item\\equipmentshieldu_l_hadesaspis.dbr'
721,Marauder's Bone Axe,MonsterInfrequent Epic,49.0,WeaponMelee_Axe,,TQ,mi_e_neanderthalmelee.dbr,b'records\\item\\equipmentweapon\\axemi_e_neanderthalmelee.dbr'
722,Hippocrates' Vest,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_hippocrates'vest.dbr,"b""records\\item\\equipmentarmoru_e_hippocrates'vest.dbr"""
723,Khthonion Spike,MonsterInfrequent Legendary,72.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_l_melinoe.dbr,b'records\\xpack\\item\\equipmentweapons\\spearmi_l_melinoe.dbr'
724,Alcyoneus' Mask,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_gigantesmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_gigantesmelee02.dbr'
725,Incarnation of Dionysus' Wineskin,Common,,ItemRelic,,TQ,03_act1_dionysuswineskin.dbr,b'records\\item\\relics03_act1_dionysuswineskin.dbr'
726,Hermes' Talaria,Legendary,68.0,ArmorProtective_LowerBody,,TQ,u_l_hermes'talaria.dbr,"b""records\\item\\equipmentgreavesu_l_hermes'talaria.dbr"""
727,Shikigami,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_shikigami.dbr,b'records\\item\\equipmentweapon\\staffu_e_shikigami.dbr'
728,Crest of MuRong,Legendary,46.0,ArmorJewelry_Ring,,TQ,u_e_crestofmurong.dbr,b'records\\item\\equipmentringu_e_crestofmurong.dbr'
729,Stormraven Sword,MonsterInfrequent Normal,36.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_mercenary.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_n_mercenary.dbr'
730,Silentflight,Epic,28.0,WeaponHunting_Bow,,TQ,u_n_silentflight.dbr,b'records\\item\\equipmentweapon\\bowu_n_silentflight.dbr'
731,Necromancer's Leggings,Epic,12.0,ArmorProtective_LowerBody,Necromancer's Habiliment,TQ,usm_n_necromancer'shabiliment.dbr,"b""records\\item\\equipmentgreavesusm_n_necromancer'shabiliment.dbr"""
732,Embodiment of Epona's Horses,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_eponashorses.dbr,b'records\\xpack2\\item\\relics02_act5_eponashorses.dbr'
733,Bone Bow,MonsterInfrequent Normal,36.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowmi_n_draugr.dbr'
734,Megalesios' Seal,MonsterInfrequent Epic,43.0,ArmorProtective_Forearm,,TQ,mi_e_telkine.dbr,b'records\\item\\equipmentarmbandmi_e_telkine.dbr'
735,Zealot's Maul,Epic,20.0,WeaponMelee_Mace,,TQ,u_n_zealot'smaul.dbr,"b""records\\item\\equipmentweapon\\clubu_n_zealot'smaul.dbr"""
736,Dvergr-Forged Longsword,MonsterInfrequent Normal,37.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_n_dvergr.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_n_dvergr.dbr'
737,Master Forge Armbands,MonsterInfrequent Epic,59.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_e_dvergrmelee.dbr'
738,Lupine Bracelet,MonsterInfrequent Legendary,63.0,ArmorProtective_Forearm,,TQ,mi_l_jackalmanmage.dbr,b'records\\item\\equipmentarmbandmi_l_jackalmanmage.dbr'
739,Bonebreaker Bracelets,MonsterInfrequent Legendary,76.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_troll.dbr'
740,Blastos Fotia,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_blastosfotia.dbr,b'records\\item\\equipmentweapon\\staffu_e_blastosfotia.dbr'
741,Captain's Signet,Epic,24.0,ArmorJewelry_Ring,,TQ,u_n_captain'ssignet.dbr,"b""records\\item\\equipmentringu_n_captain'ssignet.dbr"""
742,Myrmigki Crown,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_formicidmage01.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_formicidmage01.dbr'
743,Thresher,Epic,16.0,WeaponMelee_Axe,,TQ,u_n_thresher.dbr,b'records\\item\\equipmentweapon\\axeu_n_thresher.dbr'
744,Reflection,Epic,33.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentarmor\\ringu_n_002.dbr'
745,Icescale Guards,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_fjordmelee.dbr'
746,Poseidon's Net,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_da_poseidonsnet.dbr,b'records\\xpack\\item\\artifactse_da_poseidonsnet.dbr'
747,Ao-Chin's Red Cap,Epic,52.0,ArmorProtective_Head,,TQ,u_e_ao-chin'sredcap.dbr,"b""records\\item\\equipmenthelmu_e_ao-chin'sredcap.dbr"""
748,Dark Justice of Tartarus,Legendary,68.0,ArmorProtective_Head,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,b'records\\item\\equipmenthelmus_l_eternalwardoftartarus.dbr'
749,Anaplekte's Skullcap,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_keresmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_n_keresmelee.dbr'
750,Druid's Bracelet,Epic,42.0,ArmorProtective_Forearm,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,b'records\\item\\equipmentarmbandusm_e_habilimentsofthedruid.dbr'
751,Triteia's Coral Crown,MonsterInfrequent Legendary,75.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_merfolk.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_l_merfolk.dbr'
752,Dreamweaver's Rod,Epic,56.0,WeaponMagical_Staff,Dreamweaver's Regalia,TQ Immortal Throne,xpack/usm_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\staffusm_e_001.dbr'
753,Mark of Ares,Legendary,59.0,ArmorJewelry_Ring,,TQ,u_l_markofares.dbr,b'records\\item\\equipmentringu_l_markofares.dbr'
754,Lethargy,Epic,49.0,ArmorProtective_Forearm,,TQ,um_e_lethargy.dbr,b'records\\item\\equipmentarmbandum_e_lethargy.dbr'
755,Heart of the Mountain,Epic,8.0,ArmorProtective_UpperBody,,TQ,u_n_heartofthemountain.dbr,b'records\\item\\equipmentarmoru_n_heartofthemountain.dbr'
756,Blacksteel Greaves,MonsterInfrequent Legendary,79.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_eldjotun.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_eldjotun.dbr'
757,Master Forge Greaves,MonsterInfrequent Legendary,78.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_l_dvergrmelee.dbr'
758,Essence of Yen-Lo-Wang's Bloodletting,Common,,ItemRelic,,TQ,01_act3_yenlowangsbloodletting.dbr,b'records\\item\\relics01_act3_yenlowangsbloodletting.dbr'
759,Sorrowbringer,Epic,39.0,WeaponMelee_Mace,,TQ,u_e_sorrowbringer.dbr,b'records\\item\\equipmentweapon\\clubu_e_sorrowbringer.dbr'
760,Protean Armor,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_proteanarmor.dbr,b'records\\item\\equipmentarmoru_e_proteanarmor.dbr'
761,Einherjar's Fate,MonsterInfrequent Epic,59.0,WeaponMelee_Sword,,TQ Ragnarok,xpack2/mi_e_einherjar.dbr,b'records\\xpack2\\item\\equipmentweapons\\swordmi_e_einherjar.dbr'
762,Hervor's Fine Steel,Legendary,79.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_l_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesu_l_02.dbr'
763,Embodiment of the Shade of Hector,Common,,ItemRelic,,TQ Immortal Throne,xpack/02_act4_shadeofhektor.dbr,b'records\\xpack\\item\\relics02_act4_shadeofhektor.dbr'
764,Ichaival,Legendary,79.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_l_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowu_l_01.dbr'
765,Bandari's Greaves,MonsterInfrequent Normal,26.0,ArmorProtective_LowerBody,,TQ,mi_n_bandari.dbr,b'records\\item\\equipmentgreavesmi_n_bandari.dbr'
766,Shield of the Restless King,MonsterInfrequent Epic,58.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldmi_e_draugr.dbr'
767,Pangu's Axe,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_pangu'saxe.dbr,"b""records\\item\\equipmentweapon\\axeu_e_pangu'saxe.dbr"""
768,Fu Xi's Armored Chest,Epic,49.0,ArmorProtective_UpperBody,Legend of Fu Xi,TQ,us_e_legendoffuxi.dbr,b'records\\item\\equipmentarmorus_e_legendoffuxi.dbr'
769,Bandari's Bracers,MonsterInfrequent Normal,26.0,ArmorProtective_Forearm,,TQ,mi_n_bandari.dbr,b'records\\item\\equipmentarmbandmi_n_bandari.dbr'
770,Detective's Spats,Epic,50.0,ArmorProtective_LowerBody,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesz_sleuth01.dbr'
771,Revenant Plate,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_goldenskeleton.dbr,b'records\\item\\equipmentarmormi_l_goldenskeleton.dbr'
772,Deathwing Helmet,MonsterInfrequent Normal,16.0,ArmorProtective_Head,,TQ,mi_n_deserthag.dbr,b'records\\item\\equipmenthelmmi_n_deserthag.dbr'
773,Astrapi,Legendary,59.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/u_e_002.dbr,b'records\\xpack\\item\\equipmentweapons\\bowu_e_002.dbr'
774,Ebon Greatshield,Legendary,50.0,WeaponArmor_Shield,,TQ,u_e_ebongreatshield.dbr,b'records\\item\\equipmentshieldu_e_ebongreatshield.dbr'
775,Royal Cavalryman's Boots,Epic,33.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesu_n_002.dbr'
776,Mark of the Overlord,Legendary,56.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_e_002.dbr,b'records\\xpack\\item\\equipmentarmor\\ringu_e_002.dbr'
777,The Fleeting Memory,Legendary,60.0,ArmorProtective_Head,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmusm_e_shade.dbr'
778,Adept's Leggings,Epic,49.0,ArmorProtective_LowerBody,Adept's Regalia,TQ,usm_e_adept'sregalia.dbr,"b""records\\item\\equipmentgreavesusm_e_adept'sregalia.dbr"""
779,Golden Shield of Pelaron,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_goldenshieldofpelaran.dbr,b'records\\item\\equipmentshieldu_l_goldenshieldofpelaran.dbr'
780,Exotic Armguard,MonsterInfrequent Epic,48.0,ArmorProtective_Forearm,,TQ,mi_e_tropicalarachnos.dbr,b'records\\item\\equipmentarmbandmi_e_tropicalarachnos.dbr'
781,Shield of the Shades,Legendary,60.0,WeaponArmor_Shield,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldusm_e_shade.dbr'
782,Ancile,Legendary,62.0,WeaponArmor_Shield,,TQ,u_l_ancile.dbr,b'records\\item\\equipmentshieldu_l_ancile.dbr'
783,Dreamweaver's Crown,Epic,56.0,ArmorProtective_Head,Dreamweaver's Regalia,TQ Immortal Throne,xpack/usm_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\helmusm_e_001.dbr'
784,Companion's Guard,Epic,12.0,WeaponArmor_Shield,,TQ,u_n_companion'sguard.dbr,"b""records\\item\\equipmentshieldu_n_companion'sguard.dbr"""
785,Memnon's Trust,Epic,39.0,WeaponMelee_Sword,Memnon's Raiment,TQ,us_e_memnon'sraiment.dbr,"b""records\\item\\equipmentweapon\\swordus_e_memnon'sraiment.dbr"""
786,Vestment of the Pythia,Epic,39.0,ArmorProtective_UpperBody,Robes of the Pythia,TQ,um_e_pythia'svestment.dbr,"b""records\\item\\equipmentarmorum_e_pythia'svestment.dbr"""
787,Windswept Greaves,MonsterInfrequent Epic,47.0,ArmorProtective_LowerBody,,TQ,mi_e_duneraider.dbr,b'records\\item\\equipmentgreavesmi_e_duneraider.dbr'
788,Mongol Chakrams,MonsterInfrequent Epic,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_e_tigerman.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_e_tigerman.dbr'
789,Arcane Formula ~ Blood Gem,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_laceofcelerity_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_laceofcelerity_formula.dbr'
790,Fungoid Spores,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_fungoidspores.dbr,b'records\\xpack2\\item\\charms01_act5_fungoidspores.dbr'
