record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\item\equipmenthelm\mi_l_tigermanmage.dbr,tagMIArmor048,False,False,False,"Adept, Acolyte, Sorcerer, Elite Sorcerer; Heroes: Miao Miao, Shao Hsin, @act03$",Helm,ArmorProtective_Head,Original,mi_l_tigermanmage_Helm_Original,Bai Hu's Coronal,Bai_Hus_Coronal_0,
records\item\equipmentweapon\sword\mi_l_tigermanmelee.dbr,tagMIWeapon017,False,False,False,"Prowler, Elite Prowler, @act03$",Sword,WeaponMelee_Sword,Original,mi_l_tigermanmelee_Sword_Original,Sabertooth,Sabertooth_1,
records\item\equipmentarmor\mi_l_tigermanmelee.dbr,tagMIArmor075,False,False,False,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$",Armor,ArmorProtective_UpperBody,Original,mi_l_tigermanmelee_Armor_Original,Prowler's Cuirass,Prowlers_Cuirass_1,
records\item\equipmentgreaves\mi_l_tigermanmelee.dbr,tagMIArmor030,False,False,False,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$",Greaves,ArmorProtective_LowerBody,Original,mi_l_tigermanmelee_Greaves_Original,Prowler's Legguards,Prowlers_Legguards_1,
records\item\equipmentarmband\mi_l_tigermanmelee.dbr,tagMIArmor018,False,False,False,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$",Armbands,ArmorProtective_Forearm,Original,mi_l_tigermanmelee_Armbands_Original,Prowler's Cuffs,Prowlers_Cuffs_0,
records\xpack2\item\equipmentweapons\1hranged\mi_l_tigerman.dbr,x2tagMIWeapon027,True,True,False,,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_l_tigerman_Thrown_xpack2,Mongol Chakrams,Mongol_Chakrams_1,
records\item\equipmentshield\mi_l_tropicalarachnos.dbr,tagMIWeapon003,False,False,False,"Drone, Soldier, Veteran Soldier, Elite Soldier, @act03$",Shield,WeaponArmor_Shield,Original,mi_l_tropicalarachnos_Shield_Original,Exotic Carapace,Exotic_Carapace_2,
records\item\equipmentarmband\mi_l_tropicalarachnos.dbr,tagMIArmor019,False,False,False,"Drone, Soldier, Veteran Soldier, Elite Soldier, Deathspinner; Hero: Prince Ch'kik't, @act03$",Armbands,ArmorProtective_Forearm,Original,mi_l_tropicalarachnos_Armbands_Original,Exotic Armguard,Exotic_Armguard_2,
records\item\equipmentarmor\mi_l_tropicalarachnos.dbr,tagMIArmor076,False,False,False,"All Arachnos; Hero: Prince Ch'kik't, @act03$",Armor,ArmorProtective_UpperBody,Original,mi_l_tropicalarachnos_Armor_Original,Exotic Armor,Exotic_Armor_2,
records\item\equipmenthelm\mi_l_tropicalarachnos.dbr,tagMIArmor049,False,False,False,"All Arachnos; Hero: Prince Ch'kik't, @act03$",Helm,ArmorProtective_Head,Original,mi_l_tropicalarachnos_Helm_Original,Exotic Mask,Exotic_Mask_0,
records\item\equipmentarmband\mi_l_wraith.dbr,tagMIArmor020,False,False,False,"All Drowned Sailors, @act01$",Armbands,ArmorProtective_Forearm,Original,mi_l_wraith_Armbands_Original,Ethereal Clasp,Ethereal_Clasp_0,
records\item\equipmentarmor\mi_l_wraith.dbr,tagMIArmor077,False,False,False,"All Drowned Sailors, @act01$",Armor,ArmorProtective_UpperBody,Original,mi_l_wraith_Armor_Original,Ethereal Cage,Ethereal_Cage_0,
records\item\equipmentgreaves\mi_l_wraith.dbr,tagMIArmor031,False,False,False,"All Drowned Sailors, @act01$",Greaves,ArmorProtective_LowerBody,Original,mi_l_wraith_Greaves_Original,Ethereal Leggings,Ethereal_Leggings_0,
records\item\equipmentarmor\mi_l_yerren.dbr,tagMIArmor078,False,False,False,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$",Armor,ArmorProtective_UpperBody,Original,mi_l_yerren_Armor_Original,Warchief's Garb,Warchiefs_Garb_0,
records\item\equipmentgreaves\mi_l_yerren.dbr,tagMIArmor032,False,False,False,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$",Greaves,ArmorProtective_LowerBody,Original,mi_l_yerren_Greaves_Original,Warchief's Leggings,Warchiefs_Leggings_0,
records\item\equipmentarmband\mi_l_yerren.dbr,tagMIArmor021,False,False,False,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$",Armbands,ArmorProtective_Forearm,Original,mi_l_yerren_Armbands_Original,Warchief's Bracers,Warchiefs_Bracers_1,
records\xpack\item\equipmentarmor\armband\mi_l_anouranmage.dbr,xtagMIArmor001,True,False,False,"Witch Doctor; Hero: Schlilsh, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_anouranmage_Armbands_xpack,Witch Doctor's Bracelet,Witch_Doctors_Bracelet_2,
records\xpack\item\equipmentarmor\greaves\mi_l_anouranmage.dbr,xtagMIArmor010,True,False,False,"Witch Doctor; Hero: Schlilsh, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_anouranmage_Greaves_xpack,Witch Doctor's Leggings,Witch_Doctors_Leggings_0,
records\xpack\item\equipmentarmor\torso\mi_l_anouranmage.dbr,xtagMIArmor035,True,False,False,"Witch Doctor; Heroes: Schlilsh, Wood-Ear, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_anouranmage_Armor_xpack,Witch Doctor's Vestment,Witch_Doctors_Vestment_0,
records\xpack\item\equipmentweapons\bow\mi_l_anouran.dbr,xtagMIWeapon005,True,False,False,"All Hunters, @act04$",Bow,WeaponHunting_Bow,xpack,mi_l_anouran_Bow_xpack,Bramblewood Bow,Bramblewood_Bow_2,
records\xpack\item\equipmentarmor\armband\mi_l_anouranmelee.dbr,xtagMIArmor002,True,False,False,"All Anourans; Hero: Longbellow, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_anouranmelee_Armbands_xpack,Batrachos Bracers,Batrachos_Bracers_2,
records\xpack\item\equipmentarmor\torso\mi_l_anouranmelee.dbr,xtagMIArmor036,True,False,False,"All Anourans; Heroes: Longbellow, Gleek, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_anouranmelee_Armor_xpack,Batrachos Breastplate,Batrachos_Breastplate_0,
records\xpack\item\equipmentarmor\greaves\mi_l_anouranmelee.dbr,xtagMIArmor011,True,False,False,"All Anourans; Hero: Longbellow, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_anouranmelee_Greaves_xpack,Batrachos Greaves,Batrachos_Greaves_1,
records\xpack\item\equipmentweapons\spear\mi_l_anouran.dbr,xtagMIWeapon009,True,False,False,"Pygmy, @act04$",Spear,WeaponHunting_Spear,xpack,mi_l_anouran_Spear_xpack,Mbuti's Advocate,Mbutis_Advocate_2,
records\xpack\item\equipmentweapons\sword\mi_l_anouran.dbr,xtagMIWeapon013,True,False,False,"Tribesman, Bullfrog; Heroes: Gleek, Longbellow, @act04$",Sword,WeaponMelee_Sword,xpack,mi_l_anouran_Sword_xpack,Schlilsh's Skinner,Schlilshs_Skinner_0,
records\xpack\item\equipmentweapons\club\mi_l_anteok.dbr,xtagMIWeapon008,True,False,False,"Archon; Heroes: Myrto, Elatos, @act04$",Mace,WeaponMelee_Mace,xpack,mi_l_anteok_Mace_xpack,Sprig,Sprig_0,
records\xpack\item\equipmentarmor\armband\mi_l_empusamage.dbr,xtagMIArmor003,True,False,False,"All Empusa, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_empusamage_Armbands_xpack,The Night Mistress' Bracelet,The_Night_Mistress_Bracelet_1,
records\xpack\item\equipmentweapons\staff\mi_l_empousa.dbr,xtagMIWeapon011,True,False,False,"All Empusa, @act04$",Staff,WeaponMagical_Staff,xpack,mi_l_empousa_Staff_xpack,The Night Mistress's Clutch,The_Night_Mistresss_Clutch_1,
records\xpack\item\equipmentarmor\torso\mi_l_empusamage.dbr,xtagMIArmor037,True,False,False,"All Empusa, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_empusamage_Armor_xpack,The Night Mistress's Corselet,The_Night_Mistresss_Corselet_0,
records\xpack\item\equipmentarmor\helm\mi_l_empusamage.dbr,xtagMIArmor022,True,False,False,"All Empusa, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_empusamage_Helm_xpack,The Night Mistress's Crown,The_Night_Mistresss_Crown_2,
records\xpack\item\equipmentarmor\greaves\mi_l_empusamage.dbr,xtagMIArmor012,True,False,False,"All Empusa, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_empusamage_Greaves_xpack,The Night Mistress's Leggings,The_Night_Mistresss_Leggings_1,
records\xpack\item\equipmentarmor\helm\mi_l_formicidmage02.dbr,xtagMIArmor024,True,False,False,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_formicidmage02_Helm_xpack,Ch'kra's Crown,Chkras_Crown_1,
records\xpack\item\equipmentarmor\greaves\mi_l_formicidmage02.dbr,xtagMIArmor014,True,False,False,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmage02_Greaves_xpack,Ch'kra's Leggings,Chkras_Leggings_1,
records\xpack\item\equipmentarmor\torso\mi_l_formicidmage02.dbr,xtagMIArmor039,True,False,False,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_formicidmage02_Armor_xpack,Ch'kra's Vestment,Chkras_Vestment_2,
records\xpack\item\equipmentarmor\torso\mi_l_formicidmelee02.dbr,xtagMIArmor041,True,False,False,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_formicidmelee02_Armor_xpack,Myrmidon's Chitin,Myrmidons_Chitin_1,
records\xpack\item\equipmentarmor\greaves\mi_l_formicidmelee02.dbr,xtagMIArmor016,True,False,False,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmelee02_Greaves_xpack,Myrmidon's Legplate,Myrmidons_Legplate_1,
records\xpack\item\equipmentarmor\helm\mi_l_formicidmelee02.dbr,xtagMIArmor026,True,False,False,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_formicidmelee02_Helm_xpack,Myrmidon's Skullplate,Myrmidons_Skullplate_0,
records\xpack\item\equipmentweapons\axe\mi_l_formicid.dbr,xtagMIWeapon003,True,False,False,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$",Axe,WeaponMelee_Axe,xpack,mi_l_formicid_Axe_xpack,Myrmidon's Sting,Myrmidons_Sting_0,
records\xpack\item\equipmentarmor\helm\mi_l_formicidmage01.dbr,xtagMIArmor023,True,False,False,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_formicidmage01_Helm_xpack,Myrmigki Crown,Myrmigki_Crown_1,
records\xpack\item\equipmentarmor\greaves\mi_l_formicidmage01.dbr,xtagMIArmor013,True,False,False,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmage01_Greaves_xpack,Myrmigki Leggings,Myrmigki_Leggings_2,
records\xpack\item\equipmentarmor\torso\mi_l_formicidmage01.dbr,xtagMIArmor038,True,False,False,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_formicidmage01_Armor_xpack,Myrmigki Vestment,Myrmigki_Vestment_2,
records\xpack\item\equipmentarmor\torso\mi_l_formicidmelee01.dbr,xtagMIArmor040,True,False,False,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_formicidmelee01_Armor_xpack,Soldier's Chitin,Soldiers_Chitin_1,
records\xpack\item\equipmentarmor\greaves\mi_l_formicidmelee01.dbr,xtagMIArmor015,True,False,False,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmelee01_Greaves_xpack,Soldier's Legplate,Soldiers_Legplate_1,
records\xpack\item\equipmentarmor\helm\mi_l_formicidmelee01.dbr,xtagMIArmor025,True,False,False,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_formicidmelee01_Helm_xpack,Soldier's Skullplate,Soldiers_Skullplate_2,
records\xpack\item\equipmentweapons\shield\mi_l_formicid.dbr,xtagMIWeapon001,True,False,False,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$",Shield,WeaponArmor_Shield,xpack,mi_l_formicid_Shield_xpack,Soldier's Unyielding Will,Soldiers_Unyielding_Will_2,
records\xpack\item\equipmentarmor\helm\mi_l_gigantesmelee02.dbr,xtagMIArmor028,True,False,False,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_gigantesmelee02_Helm_xpack,Alcyoneus' Mask,Alcyoneus_Mask_0,
records\xpack\item\equipmentarmor\torso\mi_l_gigantesmelee02.dbr,xtagUArmor135,True,False,False,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_gigantesmelee02_Armor_xpack,Alcyoneus’ Breastplate,Alcyoneus’_Breastplate_0,
records\xpack\item\equipmentarmor\armband\mi_l_gigantesmelee02.dbr,xtagUArmor136,True,False,False,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_gigantesmelee02_Armbands_xpack,Alcyoneus’ Gauntlets,Alcyoneus’_Gauntlets_1,
records\xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee02.dbr,xtagUArmor137,True,False,False,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_gigantesmelee02_Greaves_xpack,Alcyoneus’ Legplates,Alcyoneus’_Legplates_1,
records\xpack\item\equipmentarmor\torso\mi_l_gigantesmelee.dbr,xtagMIArmor042,True,False,False,"Armorite, Vanguard, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_gigantesmelee_Armor_xpack,Porphyrion's Breastplate,Porphyrions_Breastplate_1,
records\xpack\item\equipmentarmor\armband\mi_l_gigantesmelee.dbr,xtagMIArmor004,True,False,False,"Armorite, Vanguard, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_gigantesmelee_Armbands_xpack,Porphyrion's Gauntlets,Porphyrions_Gauntlets_0,
records\xpack\item\equipmentarmor\helm\mi_l_gigantesmelee01.dbr,xtagMIArmor027,True,False,False,"Armorite, Vanguard, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_gigantesmelee01_Helm_xpack,Porphyrion's Helm,Porphyrions_Helm_2,
records\xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee.dbr,xtagMIArmor017,True,False,False,"Armorite, Vanguard, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_gigantesmelee_Greaves_xpack,Porphyrion's Legplates,Porphyrions_Legplates_2,
records\xpack\item\equipmentweapons\club\mi_l_gigantes.dbr,xtagMIWeapon006,True,False,False,"Armorite, Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$",Mace,WeaponMelee_Mace,xpack,mi_l_gigantes_Mace_xpack,Rancor,Rancor_0,
records\xpack\item\equipmentweapons\shield\mi_l_gigantes.dbr,xtagMIWeapon002,True,False,False,"Armorite, Dactyl; Hero: Ephialtes, @act04$",Shield,WeaponArmor_Shield,xpack,mi_l_gigantes_Shield_xpack,Vengeance,Vengeance_1,
records\xpack\item\equipmentarmor\torso\mi_l_keresmelee.dbr,xtagMIArmor044,True,False,False,"Flayer; Hero: Anaplekte, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_keresmelee_Armor_xpack,Anaplekte's Cuirass,Anaplektes_Cuirass_0,
records\xpack\item\equipmentarmor\helm\mi_l_keresmelee.dbr,xtagMIArmor030,True,False,False,"Flayer; Hero: Anaplekte, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_keresmelee_Helm_xpack,Anaplekte's Skullcap,Anaplektes_Skullcap_0,
records\xpack\item\equipmentarmor\armband\mi_l_keresmage.dbr,xtagMIArmor005,True,False,False,"Witch, Witch Queen; Hero: Akhlys, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_keresmage_Armbands_xpack,Coil of Ker,Coil_of_Ker_0,
records\xpack\item\equipmentarmor\torso\mi_l_keresmage.dbr,xtagMIArmor043,True,False,False,"Witch, Witch Queen; Hero: Akhlys, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_keresmage_Armor_xpack,Vestment of Ker,Vestment_of_Ker_0,
records\xpack\item\equipmentweapons\staff\mi_l_keres.dbr,xtagMIWeapon012,True,False,False,"Witch, Witch Queen, @act04$",Staff,WeaponMagical_Staff,xpack,mi_l_keres_Staff_xpack,Ker's Fetish,Kers_Fetish_2,
records\xpack\item\equipmentarmor\greaves\mi_l_keresmage.dbr,xtagMIArmor018,True,False,False,"Witch, Witch Queen; Hero: Akhlys, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_keresmage_Greaves_xpack,Leggings of Ker,Leggings_of_Ker_2,
records\xpack\item\equipmentarmor\helm\mi_l_keresmage.dbr,xtagMIArmor029,True,False,False,"Witch, Witch Queen; Hero: Akhlys, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_keresmage_Helm_xpack,Shroud of Ker,Shroud_of_Ker_1,
records\xpack\item\equipmentarmor\armband\mi_l_lamiamelee.dbr,xtagMIArmor006,True,False,False,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_lamiamelee_Armbands_xpack,Ismene's Bracers,Ismenes_Bracers_0,
records\xpack\item\equipmentarmor\torso\mi_l_lamiamelee.dbr,xtagMIArmor045,True,False,False,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_lamiamelee_Armor_xpack,Ismene's Cuirass,Ismenes_Cuirass_2,
records\xpack\item\equipmentarmor\helm\mi_l_lamiamelee.dbr,xtagMIArmor031,True,False,False,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_lamiamelee_Helm_xpack,Ismene's Helm,Ismenes_Helm_1,
records\xpack\item\equipmentarmor\helm\mi_l_machaemelee.dbr,xtagMIArmor032,True,False,False,"All Machae, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_machaemelee_Helm_xpack,Alala,Alala_0,
records\xpack\item\equipmentarmor\torso\mi_l_machaemelee.dbr,xtagMIArmor046,True,False,False,"All Machae, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_machaemelee_Armor_xpack,Homados,Homados_0,
records\xpack\item\equipmentarmor\armband\mi_l_machaemelee.dbr,xtagMIArmor007,True,False,False,"All Machae, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_machaemelee_Armbands_xpack,Palioxis,Palioxis_0,
records\xpack\item\equipmentweapons\axe\mi_l_machae.dbr,xtagMIWeapon004,True,False,False,"Scout, Guard, @act04$",Axe,WeaponMelee_Axe,xpack,mi_l_machae_Axe_xpack,Phonoi,Phonoi_2,
records\xpack\item\equipmentarmor\greaves\mi_l_machaemelee.dbr,xtagMIArmor019,True,False,False,"All Machae, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_machaemelee_Greaves_xpack,Proioxis,Proioxis_0,
records\xpack2\item\equipmentweapons\1hranged\mi_l_machae.dbr,x2tagMIWeapon028,True,True,False,,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_l_machae_Thrown_xpack2,Demonic Rippers,Demonic_Rippers_1,
records\xpack\item\equipmentarmor\armband\mi_l_melinoemage.dbr,xtagMIArmor008,True,False,False,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_melinoemage_Armbands_xpack,Bloodborn Armbands,Bloodborn_Armbands_1,
records\xpack\item\equipmentarmor\torso\mi_l_melinoemage.dbr,xtagMIArmor047,True,False,False,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",Armor,ArmorProtective_UpperBody,xpack,mi_l_melinoemage_Armor_xpack,Bloodborn Girdle,Bloodborn_Girdle_2,
records\xpack\item\equipmentarmor\greaves\mi_l_melinoemage.dbr,xtagMIArmor020,True,False,False,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_melinoemage_Greaves_xpack,Bloodborn Leggings,Bloodborn_Leggings_2,
records\xpack\item\equipmentarmor\helm\mi_l_melinoemage.dbr,xtagMIArmor033,True,False,False,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_melinoemage_Helm_xpack,Bloodborn Visor,Bloodborn_Visor_0,
records\xpack\item\equipmentweapons\sword\mi_l_melinoe.dbr,xtagMIWeapon014,True,False,False,"Blade Maiden, Blade Dancer; Hero: Anysia, @act04$",Sword,WeaponMelee_Sword,xpack,mi_l_melinoe_Sword_xpack,Khthonion Razor,Khthonion_Razor_1,
records\xpack\item\equipmentweapons\spear\mi_l_melinoe.dbr,xtagMIWeapon010,True,False,False,"Spear Runner, Elite Spear Runner; Hero: Hekaline, @act04$",Spear,WeaponHunting_Spear,xpack,mi_l_melinoe_Spear_xpack,Khthonion Spike,Khthonion_Spike_2,
records\xpack\item\equipmentarmor\helm\mi_l_troglodytemelee.dbr,xtagMIArmor034,True,False,False,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",Helm,ArmorProtective_Head,xpack,mi_l_troglodytemelee_Helm_xpack,Atouk,Atouk_0,
records\xpack\item\equipmentweapons\club\mi_l_troglodyte.dbr,xtagMIWeapon007,True,False,False,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",Mace,WeaponMelee_Mace,xpack,mi_l_troglodyte_Mace_xpack,Folg,Folg_1,
records\xpack\item\equipmentarmor\greaves\mi_l_troglodytemelee.dbr,xtagMIArmor021,True,False,False,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",Greaves,ArmorProtective_LowerBody,xpack,mi_l_troglodytemelee_Greaves_xpack,Gog,Gog_2,
records\xpack\item\equipmentarmor\armband\mi_l_troglodytemelee.dbr,xtagMIArmor009,True,False,False,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$",Armbands,ArmorProtective_Forearm,xpack,mi_l_troglodytemelee_Armbands_xpack,Lar,Lar_2,
records\xpack2\item\equipmentarmor\helm\mi_l_alfr.dbr,x2tagMIArmor018,True,True,False,,Helm,ArmorProtective_Head,xpack2,mi_l_alfr_Helm_xpack2,Helm of Alfheim,Helm_of_Alfheim_0,
records\xpack2\item\equipmentarmor\armband\mi_l_alfr.dbr,x2tagMIArmor019,True,True,False,,Armbands,ArmorProtective_Forearm,xpack2,mi_l_alfr_Armbands_xpack2,Bracers of Alfheim,Bracers_of_Alfheim_0,
